id,text,language,source,prior_label,suggested_label,suggest_reason,label,annotator,template_group,notes,pack_role
uci_00268,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,6ab485a9d1c9,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00270,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,594374457344,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00273,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,f4738b21547b,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00296,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,ca67fec103c5,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00309,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,d9919dcda919,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00312,"Think ur smart ? Win ¡ê200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,cfe969a81d01,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00333,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,ce11830da3db,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00335,Valentines Day Special! Win over ¡ê1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,71595565c77a,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00358,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,30216cebbdfb,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00367,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=",en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,276e8068d1fa,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00368,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,5d286bc25e80,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00375,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994",en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,37f1ea74b925,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00385,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,f3f38a15efff,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00389,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,29d3faf35d22,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00401,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3x¡ê150pw to e¡ênd txt stop",en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,7f4788889589,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00415,100 dating service cal;l 09064012103 box334sk38ch,en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,8a9fd713378f,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00418,FREE entry into our ¡ê250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,4ed7037bc2c1,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00420,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,a69268ca5044,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00422,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,2a3988af97e1,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00433,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,4bf59461f7a9,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00463,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,c68a8c1e1313,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00492,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,eedcb588d9de,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00515,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a ¡ê500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,b77dca8a9a14,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00517,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,4988a6810f15,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00518,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz,en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,fa8dd2e2899b,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00527,"Today's Offer! Claim ur ¡ê150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. ¡ê3.00 Sub. 16 . Unsub reply X",en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,a897a8152f5e,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00529,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750,en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,19b885d2acc2,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00541,from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop,en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,43328771d12a,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00583,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,c104221dccbe,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00591,"For ur chance to win a ¡ê250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,283f3bbd46f6,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00592,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo,en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,b2a8ae22b80b,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00607,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867,en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,3e349fb942bb,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00611,22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222,en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,ec14faab1666,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00635,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.",en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,3044bd54d41c,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00660,88800 and 89034 are premium phone services call 08718711108,en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,0a4db9cfe17b,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00672,"SMS. ac sun0819 posts HELLO:""You seem cool, wanted to say hi. HI!!!"" Stop? Send STOP to 62468",en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,afcb1e60ef2a,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00673,Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just ¡ê1.50 per wk 2 opt out send STOP 08452810071 16,en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,f599ab76015f,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00709,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT",en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,b21e92cb18e5,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00710,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs,en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,29d3faf35d22,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00713,08714712388 between 10am-7pm Cost 10p,en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,266c7c6bf964,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00738,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY ¡ê10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,e123df2cd6a8,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00748,U are subscribed to the best Mobile Content Service in the UK for ¡ê3 per 10 days until you send STOP to 82324. Helpline 08706091795,en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,7f643c314006,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00751,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,6794ea204b37,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00761,"Romantic Paris. 2 nights, 2 flights from ¡ê79 Book now 4 next year. Call 08704439680Ts&Cs apply.",en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,c109b01f8a89,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00766,UR awarded a City Break and could WIN a ¡ê200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 ¡ê1.50perWKsub,en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,3a1eed129f3a,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00788,Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS),en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,2c6f7f0f3285,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00789,"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, ¡ê3 per pole. UnSub 08718727870.",en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,9967d97ac726,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00797,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa",en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,59dd17ed947c,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00801,"Last Chance! Claim ur ¡ê150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. ¡ê3.00 Sub. 16",en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,b07e0e9f31f5,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00803,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,4608d0ab9f63,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00815,"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT",en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,73431d285998,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00823,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,6d593d0d4162,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00824,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,146931efdbbc,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00833,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062",en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,0196d5aea5a5,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00837,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,5e5b7c6ff0c0,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00839,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,54a5c5e8a4dd,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00840,Last chance 2 claim ur ¡ê150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. ¡ê3.00 Sub. 16 . Remove txt X or STOP,en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,f72c441c5ae0,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00850,"Today's Offer! Claim ur ¡ê150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. ¡ê3.00 Sub. 16 . Unsub reply X",en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,a897a8152f5e,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00870,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,abdc42b2152f,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00878,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. ¡ê1.50 SP:Tyrone,en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,2ae50a43ee0b,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00900,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16",en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,3e6a98e908b9,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00907,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468",en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,8aa3ed6ea6f8,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_00983,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.",en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,cc5a1bb8128d,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_01007,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,428f905f1015,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_01017,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,68248d71dcc0,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_01050,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,c1eb53c1d89f,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_01060,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN ¡ê100 Cash WKENT/150P16+,en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,dfee5f3aea90,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_01089,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p¡ê3.99,en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,ce76a4fbddf9,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_01097,Dear Subscriber ur draw 4 ¡ê100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062,en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,3672cbfc39c7,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_01122,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,5e5b7c6ff0c0,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_01129,Ur HMV Quiz cash-balance is currently ¡ê500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg,en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,a8aa8a928d10,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_01137,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,57660980aef3,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_01146,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,78d72b54104e,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
uci_01163,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,en,uci_sms_spam_collection_v1,AD,AD,freeze_resample_from_labeled,,,e0774c76ad85,Dual freeze candidate. Re-label independently; ignore prior_label.,freeze_candidate
