id,text,language,source,orig_label,label,annotator,template_group,notes,label_reason
id_yudi_00010,Anda akan berhenti berlangganan Paket Flash. Ketik FLASH<spasi>YA jika setuju. Tunggu SMS konfirmasi penonaktifan Paket Anda,id,yudiwbs_id_sms_spam_v1,2,TRANSACTION,,c586857b8ddd,,告知用户即将停止订阅套餐，属于业务变更确认
id_yudi_00011,Anda akan berlangganan paket Rp. 10000 utk 150 MB 2G/3G + 250 MB 3G/90hari. Jika setuju balas FLASH<spasi>YA kirim ke 3636 utk melanjutkan. Paket diperpanjang pada akhir masa aktif dengan tarif sesuai lokasi Anda. Tunggu SMS konfirmasi sblm pemakaian. Info zona dan detail tarif lihat di Tsel.me/internet,id,yudiwbs_id_sms_spam_v1,2,TRANSACTION,,10bdfdd99a17,,确认用户即将订阅套餐，属于业务办理通知
id_yudi_00012,"Anda akan membeli Paket Gampang Internetan Rp.1250 utk Chatting Sepuasnya (BBM, WhatsApp dan Line)/1 hari.Jika setuju balas FLASH<spasi>YA kirim ke 3636 utk melanjutkan.Tunggu SMS konfirmasi sblm pemakaian.Info detail tariff lihat di Tsel.me/internet",id,yudiwbs_id_sms_spam_v1,2,TRANSACTION,,42413770c5a4,,确认用户即将购买套餐，属于业务办理通知
id_yudi_00013,"Anda akan menerima setting ponsel, agar ponsel Anda dapat mengakses internet dan berkirim foto/MMS. Jika Anda setuju balas pesan ini (gratis) dengan ketik Y.",id,yudiwbs_id_sms_spam_v1,2,TRANSACTION,,7b74012632c2,,告知用户将收到手机设置，属于业务办理通知
id_yudi_00014,Anda akan mengaktifkan Paket BBM Gratis berlaku 30 hari dari pertama kali aktivasi. Ketik FLASH (spasi) YA untuk melanjutkan,id,yudiwbs_id_sms_spam_v1,2,TRANSACTION,,07a40db9cdd3,,确认用户即将激活套餐，属于业务办理通知
id_yudi_00015,Anda mendapatkan 1 kupon dalam program Kartu As BIBER (Beli Internet Berhadiah). Cek total kupon maksimal 1x24 jam dari skrg di *100*123#. Info lengkap hub:188,id,yudiwbs_id_sms_spam_v1,2,AD,,f6e6b6efadf1,,运营商积分兑换促销活动，属于正规商家推广
id_yudi_00016,Anda sedang menikmati Paket Reguler dgn sisa kuota 209715 KB.Dapatkan beragam Paket INTERNET HEMAT Tri di *123*3#,id,yudiwbs_id_sms_spam_v1,2,TRANSACTION,,677f8c63a155,,告知用户当前套餐剩余流量，属于业务结果通知
id_yudi_00017,Anda tidak terdaftar dalam layanan Paket Malam hari. Untuk berlangganan lakukan isi ulang dengan voucher Kenyang Download,id,yudiwbs_id_sms_spam_v1,2,TRANSACTION,,f997b52208af,,告知用户未订阅某业务，属于业务状态通知
id_yudi_00018,"Anda tlh menukarkan poin 95 poin, Tukarkan terus poinnya siapa tahu anda pemenang hadih LG G3 32gb, pemenang adalah yang menukarkan poin tertinggi s/d 30 November 15",id,yudiwbs_id_sms_spam_v1,2,AD,,1c5bd8f7e7ea,,积分兑换活动宣传，属于运营商正规促销
id_yudi_00019,AngpaoPoinSenyum! Dptkan Vchr Lottemart 50rb dg tukar 2500poin (normal 5000poin) sd 11Feb16. Ketik *123*7887*2*5# TERBATAS! Info: www.indosatooredoo.com/angpao,id,yudiwbs_id_sms_spam_v1,2,AD,,9c52722d9288,,积分兑换优惠券活动，属于运营商正规促销
id_yudi_00020,Awal bulan saat nya anda eksis lebih lama! Internetan pake volume ultima 900MB/30hr. Hrga mulai Rp 35rb di *100*471#. Tarif&lokasi cek di tsel.me/FL,id,yudiwbs_id_sms_spam_v1,2,AD,,a118be497383,,运营商流量套餐促销，属于正规商家推销
id_yudi_00021,"Ayam (sayap/paha bawah), Nasi, Perkedel Rp. 19.545. GRATIS Teh Pucuk. Tukar SMS ini di CFC HASAN SADIKIN hari ini. Selama Persediaan msh ada. Promo *606#",id,yudiwbs_id_sms_spam_v1,2,AD,,fc501d4411b8,,餐饮商家促销，凭短信兑换食品折扣
id_yudi_00022,"Ayo anak Medan, beli sticker line dengan pulsamu Caranya klik http://www.telkomsel.com/linestore nama stickernya : Kedan Medan",id,yudiwbs_id_sms_spam_v1,2,AD,,111fd7af0427,,商家推销LINE贴纸，属于正规增值业务推广
id_yudi_00023,AYO download AXISnet dari Apple/Play Store dan aktifkan BRONET24Jam 5GB 60hr Rp44900 dan BRONET24Jam 1GB 30hr dapat OBOR 5GB (00-06) Rp18800. Info838. LD335,id,yudiwbs_id_sms_spam_v1,2,AD,,004737a99f1d,,运营商AXIS套餐促销，属于正规商家推销
id_yudi_00024,AYO download AXISnet dari PLAY/Apple Store dan aktifkan BRONET24Jam 5GB 60hr Rp44900 dan BRONET24Jam 3GB 60hr dapat OBOR 10GB (00-06) Rp39800. Info838. LD307,id,yudiwbs_id_sms_spam_v1,2,AD,,479e3f231676,,运营商AXIS套餐促销，属于正规商家推销
id_yudi_00025,Ayo dukung pelestarian alam Indonesia bersama Indosat Ooredoo dan WWF-Indonesia dg berdonasi melalui *123*50# dari nomor Indosat Ooredoo.,id,yudiwbs_id_sms_spam_v1,2,AD,,558c33a4e1d4,,运营商与WWF合作的慈善促销活动
id_yudi_00026,"Ayo kawal pemanfaatan subsidi BBM & Kompensasi bagi yang berhak! Pengaduan, ketik BBM (spasi) isi pesan. Kirim 1708",id,yudiwbs_id_sms_spam_v1,2,NEEDS_REVIEW,,2e8959c0ad8c,,政府补贴监督举报信息，非商业非诈骗
id_yudi_00027,"BANTING HARGA !! Internetan dgn Kuota 1,5GB HANYA 10rb Rupiah, paket Berlaku sebulan. Mau?? Ketik YA ke 919 s/d 16 Desember 2015",id,yudiwbs_id_sms_spam_v1,2,AD,,2018edc2a492,,运营商流量套餐促销，属于正规商家推销
id_yudi_00028,BEBAS ekspresikan dirimu bersama Paket Freedom Combo dari Indosat Ooredoo. Segera hub *123# atau www.indosatooredoo.com/freedom,id,yudiwbs_id_sms_spam_v1,2,AD,,14899c0d12e2,,运营商套餐促销，属于正规商家推销
id_yudi_00029,Bebas Pulsa! Ambil bonusmu di *600# (GRATIS). Dptkan gratis nelpon atau internetas atau promo lainnya sesuai hobimu!,id,yudiwbs_id_sms_spam_v1,2,AD,,0aa29017659b,,运营商促销活动，引导用户领取免费奖励
id_yudi_00030,"Beli 1 Gratis 1 untuk Lychee Tea atau Latte Flavour dari Yellow Truck Jl.Patuha No.29. Tukarkan SMS ini. Hanya berlaku untuk hari ini, S&K Berlaku.Promo *606#",id,yudiwbs_id_sms_spam_v1,2,AD,,b6535d0caefc,,餐饮商家买一送一促销
id_yudi_00031,Beli 2 Gratis 1 atau beli 1 Diskon 25% tiket Kampung Gajah Wonderland Bandung s.d 31 Mei 2013. Tunjukkan SMS kpd Petugas .Info: www.indosat.com/kampunggajah,id,yudiwbs_id_sms_spam_v1,2,AD,,3c8d59446899,,游乐园门票买二赠一促销，属于正规商家推广
id_yudi_00032,Beli 6 Gratis 6 Donut dari DUNKIN DONUTS BORMA SETIABUDHI. Tukarkan SMS ini segera. Hanya berlaku untuk hari ini. Selama persediaan masih ada. Promo *606#,id,yudiwbs_id_sms_spam_v1,2,AD,,0a0a0a0a192d,,餐饮商家买六赠六促销
id_yudi_00033,Beli paket Turbo mulai 50rb utk pembelian pertama di MyTelkomsel App sjk 25Aug - 25Sept dpt EXTRA PULSA TSEL Rp 50rb loh! Cek detail paket di tsel.me/mytsel1,id,yudiwbs_id_sms_spam_v1,2,AD,,52aac1744c27,,运营商套餐促销，属于正规商家推销
id_yudi_00034,"Bisa Internetan 1,5GB CUMA dengan 20rb, paket berlaku 90 hari. MAU?? Ketik YA ke 919. Penawaran berlaku s/d 8 Januari 2016",id,yudiwbs_id_sms_spam_v1,2,AD,,472cc14ac580,,运营商流量套餐促销，属于正规商家推销
id_yudi_00035,"BONUS KUOTA 500MB (1hr)! Cukup isi ulang min. 5,000 hari ini! Ayo buruan isi pulsa sekarang juga. T514",id,yudiwbs_id_sms_spam_v1,2,AD,,3cf7971e97a4,,充值送流量活动，属于运营商正规促销
id_yudi_00036,BONUS PULSA 10RB! Ayo isi pulsa min. 5rb & dapetkan bonus pulsa 10rb utk nelp ke nmr Tri! Hanya hari ini saja! Ayo buruan isi pulsa! T530,id,yudiwbs_id_sms_spam_v1,2,AD,,3f833651cbad,,充值送话费活动，属于运营商正规促销
id_yudi_00037,"BONUS PULSA 50% dari Indosat Ooredoo, MAU?? Ketik *345# dan call dari HP kamu sebelum 28 April 2016",id,yudiwbs_id_sms_spam_v1,2,AD,,2d7b22cdfe8e,,充值送50%话费活动，属于运营商正规促销
id_yudi_00038,BONUS PULSA 50rb cuma dgn isi ulang 25rb!! Hny Indosat yg bisa begini. Penawaran berlaku s/d 11 April 2016. Bonus 1x utk digunakan ke sesama Indosat Ooredoo,id,yudiwbs_id_sms_spam_v1,2,AD,,e1d48622de1e,,充值送话费活动，属于运营商正规促销
id_yudi_00039,BONUS PULSA Rp 100 rb..!! Spesial untuk kamu pelanggan setia Indosat Ooredo.Hanya dengan isi ulang Rp150rb skrg juga! Penawaran berlaku s.d 13 Jan 2016 (bonus hanya 1x),id,yudiwbs_id_sms_spam_v1,2,AD,,357b51acbdb5,,充值送话费活动，属于运营商正规促销
id_yudi_00040,"BONUS Rp. 5,000 untuk kamu! Cukup kirim SMS 2X hari ini untuk mendapatkan bonusnya, khusus hari ini saja!  T483",id,yudiwbs_id_sms_spam_v1,2,AD,,2b800a25528f,,发送短信即可获得奖励，属于促销活动
id_yudi_00041,"BONUS Rp. 5,000 untuk kamu! Cukup telpon teman kamu selama 2 menit hari ini untuk mendapatkan bonusnya, khusus hari ini saja!  A010",id,yudiwbs_id_sms_spam_v1,2,AD,,c9e5a77dec3a,,拨打电话即可获得奖励，属于促销活动
id_yudi_00042,Buktikan hematnya pakai argo tetap di Bandung dengan GrabCar hingga 20%. Hayu ajakan rerencangan sareng buktikeun nyalira!,id,yudiwbs_id_sms_spam_v1,2,AD,,33ec62d6be5a,,GrabCar打车折扣促销，属于正规商家推广
id_yudi_00043,Buruan Download & Registrasi myCare di http://bit.ly/mycarepLy dan dapatkan Promo 10GB (4G) di Paket Freedoom M & L dengan harga khusus HANYA HARI INI.,id,yudiwbs_id_sms_spam_v1,2,AD,,41588f70ab61,,注册myCare应用获赠流量，属于运营商促销活动
id_yudi_00044,"Butuh Piknik?Ada nih liburan GRATIS ke Hongkong!Cara:Pake pulsa AXIS di HP Androidmu buat transaksi sebanyak2nya items Pokemon Go,BIGO,COC, dll!Info838 LD328",id,yudiwbs_id_sms_spam_v1,2,AD,,b26fe0aefe5a,,使用AXIS消费赢取香港旅游，属于运营商促销活动
id_yudi_00045,"Buy 2 Get 3 tiket Trans Studio Bandung,mulai 14 Mei-14Juni 2013.Tunjukkan SMS ke petugas di lokasi. Info: www.indosat.com/transstudiobgd",id,yudiwbs_id_sms_spam_v1,2,AD,,1efeb2298130,,游乐园门票买二赠三促销，属于正规商家推广
id_yudi_00046,cuma Rp 7500 dapat nelpon dan SMS UNLIMITED ke sesama Indosat Ooredoo ? internetan sepuasnya 3 hari dengan paket Ramadhan Unlimited. ketik *123*88#,id,yudiwbs_id_sms_spam_v1,2,AD,,7ebf0a1bda0d,,运营商套餐促销，属于正规商家推销
id_yudi_00047,"Dapatkan BONUS PULSA hg 50rb jika isi ulang di hari Minggu, isi ulang mulai dr 10rb. Ktk: GRATIS krm ke 123. Panduan: ketik PAN krm ke123. Cek bonus tekan*555*3#",id,yudiwbs_id_sms_spam_v1,2,AD,,1f506ac1d09e,,充值送话费活动，属于运营商正规促销
id_yudi_00048,"Dapatkan Bonus SMS Kamu. Hanya dg kirim SMS, Kamu akan dapat Bonus Ratusan SMS ke semua operator. Pakai terus Indosat Ooredoo & raih kebebasan berkomunikasi",id,yudiwbs_id_sms_spam_v1,2,AD,,bb48b617bbe8,,发送短信获得奖励，属于促销活动
id_yudi_00049,Dapatkan Disc 20% di McDonalds khusus utk pembayaran dgn TCASH TAP!Dptkan stiker TCASH TAP di graPARI terdekat. Info tsel.me/tappromo,id,yudiwbs_id_sms_spam_v1,2,AD,,3ee6ba2af8f1,,麦当劳TCASH支付折扣促销，属于正规商家推广
id_yudi_00050,Dapatkan Disc.30% utk Dominos PAN PIZZA!Roti yg lebih tebal dgn keju terasa sampai pinggir!Mulai Rp45500.Kunjungi toko terdekat/telf 1500366/Klik panpizza.co.id,id,yudiwbs_id_sms_spam_v1,2,AD,,8a1b53b41eaa,,Domino's Pizza折扣促销，属于正规商家推广
id_yudi_00051,"Dapatkan EXTRA kuota 2GB 4G LTE dan EXTRA nelpon hingga 100mnt/1hr dg beli paket FLASH mulai 1GB di MY TELKOMSEL APP. Buruan, cek  di tsel.me/mytsel1 S&K",id,yudiwbs_id_sms_spam_v1,2,AD,,9c5b57fe1aaa,,运营商流量套餐促销，属于正规商家推销
id_yudi_00052,"Dapatkan GRATIS 1 cappuccino (hot/ice) & Freza, setiap transaksi min Rp75Rb di EXCELSO Cafe Semarang, Yogya, Solo sd 9 Agust 13. Tunjukkan SMS kpd petugas",id,yudiwbs_id_sms_spam_v1,2,AD,,e8dee584ce81,,咖啡连锁店消费满额赠饮促销
id_yudi_00053,Dapatkan GRATIS Wendy's Crispy Chicken Sandwich dengan minimal pembelian Rp.100.000. Tukarkan SMS ini di Wendy's terdekat! Persediaan terbatas. Promo *606#,id,yudiwbs_id_sms_spam_v1,2,AD,,7967c4e872a7,,餐饮商家满额赠餐促销
id_yudi_00054,Dapatkan saldo bermain sebesar Rp 125rb hanya dengan bayar Rp 75rb. Berlaku hari Senin-Kamis. Tukarkan SMS ini segera di Timezone terdekat! Promo *606#,id,yudiwbs_id_sms_spam_v1,2,AD,,d256a4a20352,,Timezone游戏厅充值优惠促销
id_yudi_00055,"Dapatkan voucher Cipika Rp 100rb utk belanja kuliner, gadget, fashion, dll. Tkn *123*45# pilih Cipika, GRATIS & terbatas. Info: www.indosatooredoo.com/12345",id,yudiwbs_id_sms_spam_v1,2,AD,,391946a18522,,积分兑换购物券活动，属于运营商促销活动
id_yudi_00056,"Dear Customer, Kindly values your experience at Telkomsel Service, score between 1(very poor) to 5 (excellent), send SMS to 1166 (FREE) (for int'l charged)",id,yudiwbs_id_sms_spam_v1,2,NEEDS_REVIEW,,fe26739a4c90,,运营商满意度调查，非商业推销非诈骗
id_yudi_00057,Disc.25%  Domino's Pizza Value Range s/d 14 Agustus.Kunjungi store terdekat/hubungi 1500366/visit http://bit.ly/294KoZ6 Kode:VR25D,id,yudiwbs_id_sms_spam_v1,2,AD,,dbea62ffc5b8,,Domino's Pizza折扣促销，属于正规商家推广
id_yudi_00058,"DISKON 30RIBU khusus pelanggan baru Grab di Bandung. Berlaku 3x: kode promo URANGBANDUNG. Tak usah repot jalanan macet dan susah parkir, Hayu ngeGrab we atuh!",id,yudiwbs_id_sms_spam_v1,2,AD,,3c4a1e218e5e,,Grab新用户折扣促销，属于正规商家推广
id_yudi_00059,DISKON 50% kuota NELPON++ 20 MENIT ke smua operator! Cuma Rp7rb (Normal Rp14rb) dg masa aktif panjang. Balas SMS ini dgn ketik Tri. Hanya HARI INI! V712,id,yudiwbs_id_sms_spam_v1,2,AD,,0e4a5c6c9504,,运营商通话套餐折扣促销
id_yudi_00060,"DISKON 50% utk Kacamata Lengkap + Bonus Kacamata Hitam, Tunjukan SMS ini di JL Gatot Soebroto 88 T.7333812. S&amp;K Berlaku.Promo*606#",id,yudiwbs_id_sms_spam_v1,2,AD,,94010ca4761f,,眼镜店折扣促销，属于正规商家推广
id_yudi_00061,Domino's PAN PIZZA!Rotinya lebih tebal dgn keju terasa sampai pinggir! Nikmati Disc.30% dimulai Rp45.500.Kunjungi toko terdekat/telf 1500366/Klik panpizza.co.id,id,yudiwbs_id_sms_spam_v1,2,AD,,abf5dc30bc42,,Domino's Pizza折扣促销，属于正规商家推广
id_yudi_00062,DOUBLE kuota internet plus UNLIMITED Telpon dan SMS dengan Paket Freedom Combo dari Indosat Ooredoo. Segera hub *123# atau www.indosatooredoo.com/freedom,id,yudiwbs_id_sms_spam_v1,2,AD,,01dfa393f956,,运营商套餐促销，属于正规商家推销
id_yudi_00063,Download dan rasakan serunya game-game premium pilihan hanya di *900#,id,yudiwbs_id_sms_spam_v1,2,AD,,ce8aceaf9de6,,商家推销游戏下载服务，属于正规增值业务推广
id_yudi_00064,"Dptkn Free member card Larissa Aesthetic Center, disc 15% high treatment & asuransi jiwa, tiap isi ulang pulsa Rp 100rb di Galeri Indosat Jateng DIY s.d 31Des 13",id,yudiwbs_id_sms_spam_v1,2,AD,,c00edfdce9e7,,美容中心会员卡及充值优惠促销
id_yudi_00065,"Dptkn kesempatan raih hadiah utama mobil Alphard dg cara tukar 500 poin senyum Anda dg 1 kupon Undian s.d tgl 20Jun13,ketik Undian Jmlh Poin ke 7887(Rp25)",id,yudiwbs_id_sms_spam_v1,2,AD,,1e09d45135ca,,积分兑换抽奖赢取汽车活动，属于运营商促销活动
id_yudi_00066,Dukung rehabilitasi & pengembangan potensi anak berkebutuhan khusus di YPAC Jakarta. Mari berbagi melalui SMS Donasi dengan mengetik *123*65#,id,yudiwbs_id_sms_spam_v1,2,AD,,532688c21ced,,慈善机构募捐促销
id_yudi_00067,"Flash Promo s.d 9 Agt! Ayo datangi Gallery Smartfren terdekat, DISKON 290rb dg tukar HP Smartfrenmu ke Andromax 4G LTE atau 190 utk tukar dg MiFi 4G LTE",id,yudiwbs_id_sms_spam_v1,2,AD,,29e13999b924,,手机以旧换新折扣促销，属于正规商家推广
id_yudi_00068,FREE DoubleScoop Ice Cream / Disc 10% di Haagen-Dasz dengan TCASH TAP! S&K berlaku. Info tsel.me/tappromo,id,yudiwbs_id_sms_spam_v1,2,AD,,047a8ebb1e8e,,Haagen-Dazs冰淇淋TCASH支付折扣促销
id_yudi_00069,"GRATIS 10GB! Bagi yg blm mengganti kartu SIM menjadi SIM 4G, tukarkan skrg di gerai IndosatOoredoo terdekat dan nikmati GRATIS 10GB di jaringan 4G.",id,yudiwbs_id_sms_spam_v1,2,AD,,e1ba4df6f2b1,,运营商换4G卡赠流量活动，属于正规促销
id_yudi_00070,"GRATIS nelpon kemana saja, ke semua operator! Cukup beli Internet Harian 100MB seharga Rp1500. Balas SMS ini dgn ketik JS utk membeli. N092",id,yudiwbs_id_sms_spam_v1,2,AD,,2b53af80d9d5,,运营商流量套餐促销，属于正规商家推销
id_yudi_00071,GRATIS Whatsapp seharian! Cukup beli Internet Harian 100MB seharga Rp1500. Balas SMS ini dgn ketik JR utk membeli. N091,id,yudiwbs_id_sms_spam_v1,2,AD,,b27b9cea76a1,,运营商流量套餐促销，属于正规商家推销
id_yudi_00072,Gunakan Grab dan nikmati 75% diskon untuk 10x bagi pengguna baru. Masukkan kode COBAGRABCAR sekarang juga dan ajak teman-temanmu keliling bandung tanp,id,yudiwbs_id_sms_spam_v1,2,AD,,c5f20b0f7b90,,Grab新用户折扣促销，属于正规商家推广
id_yudi_00073,Gunakan GrabCar atau GrabTaxi & dapatkan diskon 35RIBU ke dan dari Stasiun/Bandara di Bandung. Masukkan kode promo GRABTRAVEL hingga pemakaian 30 September 2016. Hatur Nuhun.,id,yudiwbs_id_sms_spam_v1,2,AD,,a3c0385f4e46,,Grab打车折扣促销，属于正规商家推广
id_yudi_00074,Gunakan TCASH untuk bayar tagihan listrik atau beli token listrik! Cukup hubungi *800# dan pilih menu pembayaran atau pembelian,id,yudiwbs_id_sms_spam_v1,2,AD,,be5af2beafc1,,TCASH缴纳电费服务推广，属于正规业务推销
id_yudi_00075,"Hai Apa Kabar? Ada Bonus Meriah Cukup isi pulsa minimun Rp 5 Ribu s.d 15 November, kamu langsung dapatkan 300 MB GRATIS. Ayo isi pulsa! Bonus utk 3 hari. RL044A",id,yudiwbs_id_sms_spam_v1,2,AD,,a082c9be1280,,充值送流量活动，属于运营商正规促销
id_yudi_00076,"Hallo Bro, beli koin games pakai pulsamu yuk, mudah banget loh sob, cek http://tsel.me/jajanonline",id,yudiwbs_id_sms_spam_v1,2,AD,,273fc8b99808,,商家推销游戏币充值服务，属于正规增值业务推广
id_yudi_00077,"Hallo urang minang, ado sticker rancak di Group Line Urang Kampuang MINANG GUY, beli pake pulsa Telkomsel",id,yudiwbs_id_sms_spam_v1,2,AD,,65b297258258,,商家推销LINE贴纸，属于正规增值业务推广
id_yudi_00078,"Hanya HARI ini! Freedom Combo XL Cuma Rp 89rb (Normal Rp 149rb) 20GB Music streaming gak pake kuota, UNLIMITED Nelp&SMS. Daftar *123#",id,yudiwbs_id_sms_spam_v1,2,AD,,9217d37cd0b4,,运营商套餐限时折扣促销
id_yudi_00079,Hanya HARI INI!!! Cuma dengan seribu kamu langsung dapat 200 MB untuk 3 hari. Cukup balas SMS ini dengan ketik yA4. Buruan beli sekrang TL049B,id,yudiwbs_id_sms_spam_v1,2,AD,,4deffa027b37,,运营商流量套餐限时折扣促销
id_yudi_00080,"HARI INI Freedom Combo XL Rp89rb (normal Rp149rb). DOUBLE kuota 5GB+5GB(4G)+ PROMO 10GB(4G), UNLIMITED nelp & SMS ke Indosat Ooredoo. Ketik FREEDOM XL ke 363",id,yudiwbs_id_sms_spam_v1,2,AD,,4788ec79a47d,,运营商套餐限时折扣促销
id_yudi_00081,Hari ini! BRONET 24Jam 3GB 60hr Rp31900 dan BRONETSpecial 6GB 60hr (3GB 24Jam+3GB 00-06) Rp34900 di *123*888# SEGERA aktifkan paketnya sekarang!! Info838 LD300,id,yudiwbs_id_sms_spam_v1,2,AD,,070fc12c6d86,,运营商AXIS套餐促销，属于正规商家推销
id_yudi_00082,Hari ini!! BRONET Special 4GB (2GB 24Jam+2GB 00-06) 60hr Rp24900 dan BRONET 24Jam 1GB 60hr Rp10900. AYO SEGERA aktifkan paket kamu di *123*888#. Info838 LD309,id,yudiwbs_id_sms_spam_v1,2,AD,,d470860de6ec,,运营商AXIS套餐促销，属于正规商家推销
id_yudi_00083,Hari Rabu saatnya blanja di blanja.com & Nikmati diskon spesial untuk transaksi dengan TCASH! S&K Berlaku. Klik blj.co/tcashrabu,id,yudiwbs_id_sms_spam_v1,2,AD,,5e8d08badddb,,blanja.com购物折扣促销，属于正规商家推广
id_yudi_00084,Hari Senin saatnya Nonton Hemat hanya 25ribu di Cinema XXI dgn TCASH TAP! Dptkan stiker TCASH TAP di graPARI terdekat. Info tsel.me/tappromo,id,yudiwbs_id_sms_spam_v1,2,AD,,9a14538695d1,,电影院TCASH支付折扣促销
id_yudi_00085,"HARI TERAKHIR! Kunjungi Galeri Smartfren skrng, buat kamu Andromax A 4G jd 99rb (nrml 649rb). Tunggu apa lagi?!Stok terbatas.sd 22Agt.S&K.Info888.DL46J",id,yudiwbs_id_sms_spam_v1,2,AD,,0cbfefd5ef78,,手机以旧换新折扣促销，属于正规商家推广
id_yudi_00086,"Hayu dateng, mumpung ada ustad Fatih karim,beliau yg mengislamkan ustad Felix siaw",id,yudiwbs_id_sms_spam_v1,2,NEEDS_REVIEW,,6a6f1ed38026,,宗教活动邀请，非商业非诈骗
id_yudi_00087,Hi! Ayo coba Grab untuk pemesanan taxi yang cepat dan aman. Klik: https://invite.grab.co/37aa4d,id,yudiwbs_id_sms_spam_v1,2,AD,,874521018f7b,,Grab打车应用推广，属于正规商家推广
id_yudi_00088,HOT PROMO! Dptkan EXTRA PULSA TSEL 50rb dg beli paket internet pertama kali di My Telkomsel App sjk 25 Agsts - 25 Sept. Cek detail paketnya di tsel.me/mytsel1,id,yudiwbs_id_sms_spam_v1,2,AD,,f0da0429ff24,,运营商套餐促销送额外话费
id_yudi_00089,"HOT PROMO: Internetan kuota 1,2GB/30hr HANYA Rp 15ribu aja! Beli di *363*822#. Promo s.d 30Juni16. S&K",id,yudiwbs_id_sms_spam_v1,2,AD,,a776e0ffef02,,运营商流量套餐促销，属于正规商家推销
id_yudi_00090,"I¡¯m spreading the GO-JEK love. Download the GO-JEK app at ¡°http://go-jek.com/app¡± and input this referral code ¡°545075264¡± to get Rp 50,000 free credit to your first booking. #gojekgotmehere",id,yudiwbs_id_sms_spam_v1,2,AD,,f997519cb726,,GO-JEK应用推荐奖励促销，属于正规商家推广
id_yudi_00091,Ikuti JobFairActive & UjiKlyakanKerjaBerstifikat @PlasaTelkomMlg 9Feb13. dptkan platihan Intrview&Rekom kerja ke ribuan Ph. Info: www.indogetjob.com/085233334106,id,yudiwbs_id_sms_spam_v1,2,AD,,2a1bf4fa2324,,招聘会及求职培训活动推广
