id,text,language,source,orig_label,suggested_label,suggest_reason,label,annotator,template_group,notes
id_yudi_pilot_0017,"Paket Internet spesial buat kamu. Internetan selama seminggu dgn kuota 1,5GB Cuma Rp10rb! Ayo segera Ketik KEBUT kirim ke 919 sd 29 Juli 2015. Jgn lupa ya",id,yudiwbs_id_sms_spam_v1,2,AD,id-promo-keywords,,,59a67428ef00,
id_yudi_pilot_0018,"Dptkn Free member card Larissa Aesthetic Center, disc 15% high treatment & asuransi jiwa, tiap isi ulang pulsa Rp 100rb di Galeri Indosat Jateng DIY s.d 31Des 13",id,yudiwbs_id_sms_spam_v1,2,AD,id-promo-keywords,,,c00edfdce9e7,
id_yudi_pilot_0019,Biar rapih aj mad. Ini controllernya msh digabung2 aku bikinnya perfungsi soalnya,id,yudiwbs_id_sms_spam_v1,0,NEEDS_REVIEW,orig-normal-or-chat,,,d221390f8bd0,
id_yudi_pilot_0020,Pilihannya hemat 2 jt atau lulus oct kan nanggung,id,yudiwbs_id_sms_spam_v1,0,NEEDS_REVIEW,orig-normal-or-chat,,,9fceed69fb20,
id_yudi_pilot_0021,Aamiin. Makasih semuanya..semoga teman2 cepat nyusul dan semoga segala urusannya diberikan kelancaran oleh Allah.aamiin,id,yudiwbs_id_sms_spam_v1,0,NEEDS_REVIEW,orig-normal-or-chat,,,402ce931c4d1,
id_yudi_pilot_0022,"wah repot kalo asumsinya gitu, kadang ada yg ganti kelompok. biasakan setiap dokumen itu ada nama, klau saya print lalu saya periksanya offline bingung kan mau dimasukkan ke mana kalau gak ada nama satupun.",id,yudiwbs_id_sms_spam_v1,0,NEEDS_REVIEW,orig-normal-or-chat,,,e3f23c541e9c,
id_yudi_pilot_0023,Iya kar lg dikosan nih. Numpang ap?,id,yudiwbs_id_sms_spam_v1,0,NEEDS_REVIEW,orig-normal-or-chat,,,88af85bebc85,
id_yudi_pilot_0024,Anda pmain togel sring kalah.mau bagi hasil. MBAH JOKO bisah mbntu anda SIO/ANGKA dari RETUWAL Berminat. Hub : MBAH JOKO.di. 085217984299 Dijamin 100% tembus,id,yudiwbs_id_sms_spam_v1,1,NEEDS_REVIEW,orig-spam-unclear,,,07fd042ec5c4,
id_yudi_pilot_0025,Pesan resmi dari 3care Bahwa saya mendapatkan undian ketiga uang tunai 100juta.www.tri-indonesia2016.blogspot.com,id,yudiwbs_id_sms_spam_v1,1,FRAUD,id-fraud-keywords,,,207289b8261c,
id_yudi_pilot_0026,"MEGA PRIMA TAMA PROMO DISCON 20-50% Blackberry dacota rp. 2.700.000 onyx 2 rp. 1,8 iphon,ipad Laptop, Camera, DLL INFO www.megaprimatama.com PIN BB 2A9EA404",id,yudiwbs_id_sms_spam_v1,1,AD,id-promo-keywords,,,606ff9c41575,
id_yudi_pilot_0027,Jd mau kpnnnih? Kekantor ambil form. Balik lg ngasih laporan atau sekaligus. Jd di laporan ga ada lampiran,id,yudiwbs_id_sms_spam_v1,0,NEEDS_REVIEW,orig-normal-or-chat,,,549a3f1023d3,
id_yudi_pilot_0028,"BANTING HARGA !! Internetan dgn Kuota 1,5GB HANYA 10rb Rupiah, paket Berlaku sebulan. Mau?? Ketik YA ke 919 s/d 16 Desember 2015",id,yudiwbs_id_sms_spam_v1,2,AD,id-promo-keywords,,,2018edc2a492,
id_yudi_pilot_0029,Ouhhh trs ngedeteksi apa dil? Output nya apa?,id,yudiwbs_id_sms_spam_v1,0,NEEDS_REVIEW,orig-normal-or-chat,,,b5b7df496e24,
id_yudi_pilot_0030,Makasih semuanyaaa mohon doanya yaaa,id,yudiwbs_id_sms_spam_v1,0,NEEDS_REVIEW,orig-normal-or-chat,,,ddb22ce56cc2,
id_yudi_pilot_0031,sekalian liburannya ke malaysia juga wkwk,id,yudiwbs_id_sms_spam_v1,0,NEEDS_REVIEW,orig-normal-or-chat,,,08a5be974e6e,
id_yudi_pilot_0032,"Nasabah Bank BRI Yth, Selamat Anda Mndptkan Cek Tunai Rp.27jt dari BANK RAKYAT INDONESIA Pin : (ijh76k79) u/Info klik dan Kunjungi :www.hadiahBRI.blogspot.com",id,yudiwbs_id_sms_spam_v1,1,FRAUD,id-fraud-keywords,,,5fbc781de77c,
id_yudi_pilot_0033,Maaf kami sdah menghubungi tpi tdak tersambung No.Anda resmi meraih hadiah ke-2 dari PT.M-KIOS pin;M248K81 u/info hadiah klik; www.hadiah-mkios17.blogspot.com,id,yudiwbs_id_sms_spam_v1,1,FRAUD,id-fraud-keywords,,,d52e6fd36742,
id_yudi_pilot_0034,"Saya menyimpulkan, kita debat diantara karena kita yg cupu ilmu nya, atau kemungkinan pertanggungjawaban pasca penelitian yg moal kepegang. Atau rasa sayang ortu di kampus yg pengen kita lulus cepat",id,yudiwbs_id_sms_spam_v1,0,NEEDS_REVIEW,orig-normal-or-chat,,,6def2306a078,
id_yudi_pilot_0035,Dr ciateul terus masa kekalapa lg (frown),id,yudiwbs_id_sms_spam_v1,0,NEEDS_REVIEW,orig-normal-or-chat,,,2dd66cc87628,
id_yudi_pilot_0036,Anda tidak terdaftar dalam layanan Paket Malam hari. Untuk berlangganan lakukan isi ulang dengan voucher Kenyang Download,id,yudiwbs_id_sms_spam_v1,2,AD,id-promo-keywords,,,f997b52208af,
id_yudi_pilot_0037,Belum de.. Saya kagi nyoba ngejar..,id,yudiwbs_id_sms_spam_v1,0,NEEDS_REVIEW,orig-normal-or-chat,,,c27c109a369c,
id_yudi_pilot_0038,Pelanggan Yth: Selamat! No.SimCard anda 081571xxx resmi menang undian POIN plus-plus Edisi th2014 Pin anda:er56d7 U/info klik: www.hadiah-poin.blogspot.com,id,yudiwbs_id_sms_spam_v1,1,FRAUD,id-fraud-keywords,,,02f6d80ff116,
id_yudi_pilot_0039,Pelanggan Yth. SIMCARD Anda sbg Pemenang Mendptkan HADIAH Mobil Toyota ALL NEW YARIS PIN:8JF2177 dari Program Pesta Akhir Tahun 3 Care Untuk Info Lenkap Klik: www.infohadiah3care2015.blogspot.co.id,id,yudiwbs_id_sms_spam_v1,1,FRAUD,id-fraud-keywords,,,24e15571ee28,
id_yudi_pilot_0040,"Plg yth, selamat nomor 3Care anda terpilih mendptkan Hadiah Cek tunai Rp.45jt dr program Undian 3care PIN:7711CA88 Info klik: www.tricare2016.jimdo.com",id,yudiwbs_id_sms_spam_v1,1,FRAUD,id-fraud-keywords,,,7c8d45d469b0,
id_yudi_pilot_0041,Karena saya lagi si surabaya sampai besok.. Hati kamis ke kantor gimana ?,id,yudiwbs_id_sms_spam_v1,0,NEEDS_REVIEW,orig-normal-or-chat,,,dfd159cd1b06,
id_yudi_pilot_0042,"Dapatkan Segera TIKET Murah & Promo DiTRAVEL Kmi,Untuk Penerbangan Domestik & Internasional ONLINE BOOKING 24 Jam Anda Berminat Hub:085318303276",id,yudiwbs_id_sms_spam_v1,1,AD,id-promo-keywords,,,6810ad2b8a43,
id_yudi_pilot_0043,Oke deh aku jg emang pengen ngumpul sih kapan lg :(,id,yudiwbs_id_sms_spam_v1,0,NEEDS_REVIEW,orig-normal-or-chat,,,6642d495538a,
id_yudi_pilot_0044,Oke kalau untuk dp harus berapa%?,id,yudiwbs_id_sms_spam_v1,0,NEEDS_REVIEW,orig-normal-or-chat,,,86b3d2183ee0,
id_yudi_pilot_0045,Kalau pertable emg lbh rapih laporan sih mad cuman bingung kalau pertable kdgkan ada yg dipake didr bbrp table gmn tuh mad?,id,yudiwbs_id_sms_spam_v1,0,NEEDS_REVIEW,orig-normal-or-chat,,,d726ad9ce217,
id_yudi_pilot_0046,Ikuti JobFairActive & UjiKlyakanKerjaBerstifikat @PlasaTelkomMlg 9Feb13. dptkan platihan Intrview&Rekom kerja ke ribuan Ph. Info: www.indogetjob.com/085233334106,id,yudiwbs_id_sms_spam_v1,2,AD,id-promo-keywords,,,2a1bf4fa2324,
id_yudi_pilot_0047,Ini nomor rekeningnya: 5829-01-012786-534. BRI a/n Andika Septiana.,id,yudiwbs_id_sms_spam_v1,1,FRAUD,id-fraud-keywords,,,cbc10ddc3cea,
id_yudi_pilot_0048,"SLMT!-No Anda M-dpt 1-unit Mobil all New AVANZA,Dari TELKOMSELpoin PIN_pmenan anda b89c7h9)U/info Lengkap kunjungi: www.telkomselpoin-777.pusku.com",id,yudiwbs_id_sms_spam_v1,1,NEEDS_REVIEW,orig-spam-unclear,,,f26a3f74b2cf,
id_yudi_pilot_0049,"Kesempatan jadi AGEN PULSA MKIOS ALL Operator harga V5=4500, V10=8500, V20=18rb, V25=23rb, V50=45rb, V100=90rb Cara Ketik Daftar kirim ke 087888366677",id,yudiwbs_id_sms_spam_v1,1,AD,id-promo-keywords,,,40c16da1a83f,
id_yudi_pilot_0050,Nanti aku siaraan diil,id,yudiwbs_id_sms_spam_v1,0,NEEDS_REVIEW,orig-normal-or-chat,,,3d3b76f81ec6,
id_yudi_pilot_0051,"Transfer ke Bank xxx saja a/n xxx No rek 7390685xxx, kalau sudah ditransfer SMS ke no ini ya!",id,yudiwbs_id_sms_spam_v1,1,FRAUD,id-fraud-keywords,,,0fc76cfe4f5c,
id_yudi_pilot_0052,"Krim ke BNI aja a/n Ayu Suryani no rek 0215891174, klo sudah dikirim kabarin ya!",id,yudiwbs_id_sms_spam_v1,1,NEEDS_REVIEW,orig-spam-unclear,,,e482e94f0eae,
id_yudi_pilot_0053,"Slmt_No. Anda Mndptkn Hadiah ""GRAND PRIZE"" Uang 'Rp.100jt,dr TELKOMSEL poin No.PIN-25g47jk Hub Call Center 081233303888 Pengirim : T-Sel",id,yudiwbs_id_sms_spam_v1,1,FRAUD,id-fraud-keywords,,,40e4aed25544,
id_yudi_pilot_0054,"TOKO NIAGA-CELL Disc 45% Khusus PROMO :-  Blackberry-  NOKIA-  SAMSUNG-  IPHONE dll, Info Hub/sms ke : 082-33333-783 Buka  Website Kami : www.niaga-cell.blogspot.com",id,yudiwbs_id_sms_spam_v1,1,AD,id-promo-keywords,,,d25c567b9aa1,
id_yudi_pilot_0055,"Solusi praktis khusus pemegang kartu kredit nikmati kemudahan Kredit Tanpa agunan 5 - 150jt dgn max pinj 5 X limit, HUB FANY 02194521396 ( abaikan jika tdk berminat )",id,yudiwbs_id_sms_spam_v1,1,NEEDS_REVIEW,orig-spam-unclear,,,a67d9404df9d,
id_yudi_pilot_0056,Maaf Anda tidak bisa mengaktifkan paket FLASH ini karena nomor anda tidak terdaftar,id,yudiwbs_id_sms_spam_v1,0,AD,id-promo-keywords,,,3c737f272a88,
id_yudi_pilot_0057,3 RAMADHAN Selamat Anda Pemenang Rp.100jt. PIN CODE 7Y7R8K9Z Info: www.hadiah-3ramadhan.blogspot.com,id,yudiwbs_id_sms_spam_v1,1,FRAUD,id-fraud-keywords,,,448d84bb9cda,
id_yudi_pilot_0058,Nasabah Yth: Rek anda mndpt cek Rp.27jt kode cek anda (02599875) Info Hub: 085828523888. atau klik www.hadiahbankbri2016.blogspot.co.id,id,yudiwbs_id_sms_spam_v1,1,FRAUD,id-fraud-keywords,,,0bac6a1233a0,
id_yudi_pilot_0059,"Casino online terbesar, www.jayabet4.com , daftarkan diri+ Raih bonus referral+ bonus cashback sportsbook 0.25% setiap minggu. Mainkan di Smartphone dan PC anda",id,yudiwbs_id_sms_spam_v1,1,AD,id-promo-keywords,,,046178e828d6,
id_yudi_pilot_0060,Pelanggan Yth Slmt kartu GSM Anda men-dpt TABUNGAN HAJI Rp100jt dari Kopi jahe HUT ke 61 no PIN 25efg477r U/info sgr Hub : 082374432257 pelaksana PT. SIDOMUNCUL,id,yudiwbs_id_sms_spam_v1,1,NEEDS_REVIEW,orig-spam-unclear,,,a46dd2214edb,
id_yudi_pilot_0061,"PROMO POIN SPESIAL! Tukarkan 20 TselPoin Kamu dengan 20Menit, 100SMS, atau 20MB di *700*20#. Periode Promo 11-31 Juli 2016. Info hub: 188",id,yudiwbs_id_sms_spam_v1,2,AD,id-promo-keywords,,,6c3f2ba9577b,
id_yudi_pilot_0062,Nasabah BANK BRI yth; No Rek Anda Mdpt hadiah Cek Rp. 27jt Dari BRI UNTUNG BELIUNG BRITAMA Pin Anda: (ijh76k79) Info klik di www.info,id,yudiwbs_id_sms_spam_v1,1,FRAUD,id-fraud-keywords,,,f7cc61c54fd9,
id_yudi_pilot_0063,"Ayo anak Medan, beli sticker line dengan pulsamu Caranya klik http://www.telkomsel.com/linestore nama stickernya : Kedan Medan",id,yudiwbs_id_sms_spam_v1,2,AD,id-promo-keywords,,,111fd7af0427,
id_yudi_pilot_0064,Cukup alquran sbgai pedoman bagi org2 yg beriman.,id,yudiwbs_id_sms_spam_v1,0,NEEDS_REVIEW,orig-normal-or-chat,,,af37b80fe6dc,
id_yudi_pilot_0065,Surat keputusan dari Tri Care INDONESIA No.XV/2016 Pin_Pemenang ANDA:67ytg44 mendapatkan HADIAH CEK TUNAI Rp.45juta U/INFO klik: www.info-undian3.webnode.com,id,yudiwbs_id_sms_spam_v1,1,FRAUD,id-fraud-keywords,,,03e395f8e54b,
id_yudi_pilot_0066,"Pokonya kalau ada yang mau push bilang aja usahain, bisi barengan push nya. Terus kalau push, pull dulu.",id,yudiwbs_id_sms_spam_v1,0,NEEDS_REVIEW,orig-normal-or-chat,,,869d39734c93,
id_yudi_pilot_0067,"Yuk tetap gunakan Flash Volume Ultima utk update informasi Anda, kuota 60MB/7hr mulai Rp7rb di *100*431#. Tarif&lokasi cek di tsel.me/FL",id,yudiwbs_id_sms_spam_v1,2,AD,id-promo-keywords,,,48494ef535c3,
id_yudi_pilot_0068,Selamat! Anda sudah mengaktifkan INSTINK utk dpt info menarik dari Telkomsel. Info berhenti program:*600*600#. CS:133/188,id,yudiwbs_id_sms_spam_v1,2,AD,id-promo-keywords,,,5c9ab1ac76cd,
id_yudi_pilot_0069,"nama1  titip pesan, jumat pagi kita kumpul trus bapa minta tolong ke kita buat bareng2 bujuk nama1 kuliah lagi",id,yudiwbs_id_sms_spam_v1,0,NEEDS_REVIEW,orig-normal-or-chat,,,3cb51b26d072,
id_yudi_pilot_0070,"INFO PT.M-KIOS hsil pengundian berkat isi pulsa, Selamat No.HP 0852952xxxxx m-dpt Hadiah PIN Pemenang anda 94ad653 Info klik www.berkat-isiulang-pulsa.webs.com",id,yudiwbs_id_sms_spam_v1,1,FRAUD,id-fraud-keywords,,,d025c878538b,
id_yudi_pilot_0071,nama1 ntr aku ke kosan kamu yaaaaa,id,yudiwbs_id_sms_spam_v1,0,NEEDS_REVIEW,orig-normal-or-chat,,,526f78e5c1a0,
id_yudi_pilot_0072,Slmt No Anda mendptkan Hadiah 1 unit MOBIL HONDA jazz dr promo TRI CARE 2016 dgn PIN PEMENANG:454647LM lnfo Klik:www.kejutanbimatri.blogspot.com,id,yudiwbs_id_sms_spam_v1,1,FRAUD,id-fraud-keywords,,,9b8e8b75e49b,
id_yudi_pilot_0073,Hari ini! BRONET 24Jam 3GB 60hr Rp31900 dan BRONETSpecial 6GB 60hr (3GB 24Jam+3GB 00-06) Rp34900 di *123*888# SEGERA aktifkan paketnya sekarang!! Info838 LD300,id,yudiwbs_id_sms_spam_v1,2,AD,id-promo-keywords,,,070fc12c6d86,
id_yudi_pilot_0074,"toko bursa cuci gudang diskon 60% BB DAKOTA ; 2,3 JT, TOCH ; 1,6 JT, GEMINI ; 1 JT, LAPTOP INFO : 085322222369 PIN BB : 2A6FB800E www.shopinbursabb.blogspot.com",id,yudiwbs_id_sms_spam_v1,1,AD,id-promo-keywords,,,5258e31ec0d1,
id_yudi_pilot_0075,Semoga Allah bersama kita Semua.,id,yudiwbs_id_sms_spam_v1,0,NEEDS_REVIEW,orig-normal-or-chat,,,654a8627313b,
id_yudi_pilot_0076,"Sy Ajeng mendapat sms dari PT. 3Care Indonesia uang tunai Rp. 100 juta di website www.pttricare2016.blogspot.com tetapi dimintai membayar Administrasi Rp. 1,250 juta...sy juga di telpon pak Bambang Purwanto & diberi nomer rekening tujuan pembayaran Administrasi melalui Bank BRI a/n PT. TRI LESTARI bahkan dalam websitenya dicantumkan KTP Marketing Office PT. 3 Care Indonesia",id,yudiwbs_id_sms_spam_v1,1,FRAUD,id-fraud-keywords,,,103fee01ee30,
id_yudi_pilot_0077,pesan resmi DARI PT.PLANET 3CARD anda mendapatkan hadiah CEK TUNAI Senilai Rp.100jt jatuh ke pemenang (3) kode PIN:bg58757 silahkan CEK di: www.planet-3care2016.blogspot.com.,id,yudiwbs_id_sms_spam_v1,1,FRAUD,id-fraud-keywords,,,aab743a6d913,
id_yudi_pilot_0078,GEBYAR telkomselpoin 2013 no anda trpilih pemenang ke-4 pin 277fg49 silahkan verifikasi pin anda disitus resmi www.t-selpoinhadiah.jimdo.com,id,yudiwbs_id_sms_spam_v1,1,FRAUD,id-fraud-keywords,,,e17c6f7c1918,
id_yudi_pilot_0079,Lingkungan kerjanya berasap. Kalo gak ngerokok ya pada nge-vape gitu coba. Kan cowok semua banyaknya,id,yudiwbs_id_sms_spam_v1,0,NEEDS_REVIEW,orig-normal-or-chat,,,6b98297b71be,
id_yudi_pilot_0080,Ada nya instagram,id,yudiwbs_id_sms_spam_v1,0,NEEDS_REVIEW,orig-normal-or-chat,,,8c08e61aa193,
id_yudi_pilot_0081,PT M-TRONIK Telah hubungi anda namun tdk tersambung no anda resmi meraih hadiah ke-2 pin 25e477r cek hadiah anda di www.hadiahmtronik-2016.tk,id,yudiwbs_id_sms_spam_v1,1,FRAUD,id-fraud-keywords,,,3f7b18b4e30e,
id_yudi_pilot_0082,Plgn Yth ! Anda mendpt hadiah (1) unit mobil SUZUKI ERTIGA dari PT.HM SAMPOERNA Tbk. pin anda:F77A47H u/info klik www.sampoernatbk.co.nf,id,yudiwbs_id_sms_spam_v1,1,FRAUD,id-fraud-keywords,,,77e6b66f535b,
id_yudi_pilot_0083,"Ma"" belikan dulu besok pulsa 20rbu di no baruku ini 085340781778 penting",id,yudiwbs_id_sms_spam_v1,1,AD,id-promo-keywords,,,16658f88000c,
id_yudi_pilot_0084,Jauh amat jemput di poskamling cilimus dee,id,yudiwbs_id_sms_spam_v1,0,NEEDS_REVIEW,orig-normal-or-chat,,,064677bc5041,
id_yudi_pilot_0085,Awal bulan saat nya anda eksis lebih lama! Internetan pake volume ultima 900MB/30hr. Hrga mulai Rp 35rb di *100*471#. Tarif&lokasi cek di tsel.me/FL,id,yudiwbs_id_sms_spam_v1,2,AD,id-promo-keywords,,,a118be497383,
id_yudi_pilot_0086,Yank Tolong isi'in pulsa di no ini.085325556742 ini no baruq.skrng penting,id,yudiwbs_id_sms_spam_v1,1,AD,id-promo-keywords,,,fe01b7600705,
id_yudi_pilot_0087,wah mantap(ok) btw nge-cc perihal sponsor jg ya osnnya.. semoga yg terbaik utk kemakom,id,yudiwbs_id_sms_spam_v1,0,NEEDS_REVIEW,orig-normal-or-chat,,,9002fd4dd815,
id_yudi_pilot_0088,"Selamat,Anda M-dptkan Hadiah 1 Unit Mobil HONDA JAZZ & UANG TUNAI 35JT Rs Dr PT.TriCare PIN Pemenang Anda;477bfg7s. U/info klik: www.tricareindonesia.com",id,yudiwbs_id_sms_spam_v1,1,FRAUD,id-fraud-keywords,,,58dee8d36fb0,
id_yudi_pilot_0089,Biasanya mah stasiun teh sebelum lewatin rel nama1,id,yudiwbs_id_sms_spam_v1,0,NEEDS_REVIEW,orig-normal-or-chat,,,a0587ba0e035,
id_yudi_pilot_0090,"Butuh Dana Tunai Cepat 25-250 Juta Dgn Bunga Rendah 1,35% Flat/Bln Proses Dijamin 3 Hari Syarat Mudah Info Ibu YANI : 081218986001",id,yudiwbs_id_sms_spam_v1,1,NEEDS_REVIEW,orig-spam-unclear,,,b5f3a01a1abd,
id_yudi_pilot_0091,Kirimi dulu pulsa 20ewu di no ini 085285485839 Mas Agus,id,yudiwbs_id_sms_spam_v1,1,AD,id-promo-keywords,,,250d42bea9f1,
id_yudi_pilot_0092,"Guys, untuk groupwherenya pake github aja ya",id,yudiwbs_id_sms_spam_v1,0,NEEDS_REVIEW,orig-normal-or-chat,,,8e29d0aa4643,
id_yudi_pilot_0093,Di kfc belokan setiabudi bawah pom bensin ada colokan gak sih?,id,yudiwbs_id_sms_spam_v1,0,NEEDS_REVIEW,orig-normal-or-chat,,,65d158c1c266,
id_yudi_pilot_0094,"Naik kelapa ledeng turun di ciateul, sebelum terminal bgt. Terus naik kalapa dayeuh kolot turun di depan kantor bgt.",id,yudiwbs_id_sms_spam_v1,0,NEEDS_REVIEW,orig-normal-or-chat,,,4511c9923fbe,
id_yudi_pilot_0095,MAU BONUS PULSA 50% dari Indosat Ooredoo?? Ketik *345# dan call dari HP kamu sebelum 31 Mei 2016,id,yudiwbs_id_sms_spam_v1,2,AD,id-promo-keywords,,,68c3c63425c0,
id_yudi_pilot_0096,Data_pasien itu no_medrec sdgkn daftar ulang itu pake no_register karna field yg akan diisi saat daftar ulang beda maka tablenya beda,id,yudiwbs_id_sms_spam_v1,0,NEEDS_REVIEW,orig-normal-or-chat,,,c931ffebdf56,
id_yudi_pilot_0097,Manfaatkan segera creditCard anda utk apply pinjaman 20-250jt ada cashback berminat hub: Bintang 021-27450166.tks,id,yudiwbs_id_sms_spam_v1,1,AD,id-promo-keywords,,,f1ceef4defda,
id_yudi_pilot_0098,Mau Liburan Gratis ke Lombok Sambil Belajar Foto? Klik http://goo.gl/FVcnW .Paket Internet HANYA Rp1500 dpt 7MB/1hr. hub *100*15# .Cek status paket di *889# <<,id,yudiwbs_id_sms_spam_v1,1,AD,id-promo-keywords,,,d2c14c0d4a1e,
id_yudi_pilot_0099,"bebas nama1, terus nanti kalau ada tgl libur, pajuin aja misal jadi kamis atau sabtu.",id,yudiwbs_id_sms_spam_v1,0,NEEDS_REVIEW,orig-normal-or-chat,,,df0be80a27c6,
id_yudi_pilot_0100,2016/08/21 12:27:17 Anda telah terdaftar sebagai pelanggan TCASH full service. Tingkatkan saldo Anda dg isi saldo TCASH di merchant berlogo TCASH terdekat.,id,yudiwbs_id_sms_spam_v1,0,TRANSACTION,id-txn-keywords,,,f646bf015597,
id_yudi_pilot_0101,"Nikmati DOUBLE kuota PROMO 10GB(4G) di jaringan Data terkuat, UNLIMITED Nelp&SMS. 24JAM, dgn pkt Freedom Combo. Tekan *123# atau indosatooredoo.com/freedom",id,yudiwbs_id_sms_spam_v1,2,AD,id-promo-keywords,,,b3aeffd8631b,
id_yudi_pilot_0102,Plg Yth: Simcard anda mendptkan bonus poin plus-plus 555 dr:PT.INDOSAT pin anda:277fg49 u/info klik di www.indosat-555.blogspot.com atau Hub:021-3338-0074.,id,yudiwbs_id_sms_spam_v1,1,NEEDS_REVIEW,orig-spam-unclear,,,e7fbb3cb1e96,
id_yudi_pilot_0103,"Sebelum di bayar /di transfer harap hubungi dulu atasan saya,bpk ARDIANSAH no tlp;081563257257 soalnya ada perubahan pembayaran .",id,yudiwbs_id_sms_spam_v1,1,FRAUD,id-fraud-keywords,,,efbcc0a7cedb,
