id,text,language,source,orig_label,suggested_label,suggest_reason,label,annotator,template_group,notes
iiitd_pilot_0016,"Mobile Office,  AIRTEL LIVE & MMS settings have been successfully delivered on your phone! Now you can access Airtel Live by long pressing '0' key on Nokia. On other Phones launch Internet Browser and select Airtel Live (or goto http://live.airtelworld.com),  You pay no activation,  rental or browsing charges for Airtel Live. You only pay if you Download Content,  or Send MMS.",hi,iiitd_sms_spam_v1,spam,TRANSACTION,hi-txn-keywords,,,09b375abf0c8,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0017,"If swimming s a gud xercise 2 stay fit,y whales r fat? Y is dat evry1 wants 2 go 2 heaven bt nobdy wantz 2 die? Shal i say dat der is racial discrimnatn in chess as white piece is movd 1st? In our cuntry,v hav freedom for speech,den y telephone bills? If mony dosn't grow as trees den y do banks hav branchs? Y does a round piza cum in a square bx? Y dsn't glu stik 2 its botle? Y do u stil cal it building wen its alredy built? If its tru dat v r here 2 help others, wat are othrs here 4? If u arn't supos 2 drink n driv y do bars hav parkin lotz?V r funny pple livin n a seriously funny world. Njoy ur lyf.",hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,ab57f42d382c,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0018,Now GET RID OFF -Cockroach -Termite -Bedbug -Rats -Any Pest 4Best DEALS in PestControlServices/ Chemical/Herbal/Odorless DIAL-N-ASK 011-62222222,hi,iiitd_sms_spam_v1,spam,AD,hi-ad-keywords,,,4c881713354f,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0019,"Instead of thinking about what u are missing, Try to think about what you have that everyone else is missing. Life will be So happy....:-) Gudngt",hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,5301b8018920,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0020,Orgnizd by PURNAM Volunteers of AKSHAY PRATISHTHAN GR8 Shopping xtrvagnza at Ashok hotel 22Apr only 10-9pm Xslusive Range Of Products frm across Indi,hi,iiitd_sms_spam_v1,spam,NEEDS_REVIEW,spam-unclear,,,4f275f27a656,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0021,MEGA MINUTES OFFER! Now Recharge with Rs99 & get 375 local minutes FREE for 15 days. Dial *122*099# to activate now!.,hi,iiitd_sms_spam_v1,spam,AD,hi-ad-keywords,,,9c030a10645d,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0022,"I always thot that everythin happens 4 a reason... Bt later on i realized,that sumtimes reasons r not enough 2 explain why anything happned..! Gud mrng. Hw r u?",hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,a0ccb6d430ed,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0023,"Navratra Special Launching 9th oct. CHD presnts Phase-3 of Avenue71,  Shona Road,  Gurgaon *@Rs.4150/- Lease Rs.400/- as Inaugural discount Sms ICD to 54999",hi,iiitd_sms_spam_v1,spam,AD,hi-ad-keywords,,,4bc4019bdbc4,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0024,"I dnt knw if i am imprtnt in ur lyf or nt Bt yes,i jst hope wen i'll b dead,u wil cum little nearer 2 my coffin,wid tears in eyes n say slowly.UTH JAA NA YAAR hai na?",hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,ab5ea5a1b5ea,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0025,Welcome back to Airtel! Call 121312 Toll Free to know your BEST FULL TALKTIME RECHARGE OFFER. Aaj BAARAH TERAH BAARAH lagaya kya? Call 121312 Toll Free now!!,hi,iiitd_sms_spam_v1,spam,AD,hi-ad-keywords,,,e0a9197e45d5,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0026,"Phn no.-9229151516, acct no-936601835, plan name-v data retention unlimited@399 plan., bill no-1020678597, bil date.-5 may 11.inform yes or no before 4 clock n tell them to resume services so�n.",hi,iiitd_sms_spam_v1,spam,NEEDS_REVIEW,spam-unclear,,,4e26017f286b,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0027,whole syllabus 4 coa quiz...pramod,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,ac1ffc3c04f7,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0028,"Pay premiums for a limited period and get covered till your entire life to receive 200% life cover and tax benefit. For more details,  sms PD to 56070.",hi,iiitd_sms_spam_v1,spam,AD,hi-ad-keywords,,,d098d3f37536,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0029,ongratulations! You are Lucky Winner who had Won Pearl Set Worth M.R.P. Rs.2500/. Absolutely Free. For Details & Redemption SMS LUCKY To 56263042 T&C Appl,hi,iiitd_sms_spam_v1,spam,NEEDS_REVIEW,spam-unclear,,,785445076297,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0030,IN UR FRND CRCLEsbse sweet-sbse sidha-sbse feku-sbse cute-sbse frank-sbse selfish-sbse kamina-sbse special-sbse hot-ur fav-rply must fastjarur krna,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,dbd6d22426c0,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0031,Offer Of the day only for you! Recharge with 999 for your Mblaze and get unlimited upload and download free for 30 days.T&C Apply,hi,iiitd_sms_spam_v1,spam,AD,hi-ad-keywords,,,3843909ccd31,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0032,"Residential plot allotment in New Moradabad Nearby Holiday Regency 5* Hotal, plots size 90,112,162,200,300,351,400sq.mtr, rate 5000@sq.mtr call on 9540953304",hi,iiitd_sms_spam_v1,spam,NEEDS_REVIEW,spam-unclear,,,8ba7b27e4548,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0033,Why do girls rub their eyes when they get up in the morning? . . . coz they dont have balls to scratch!,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,686fcfbc83a0,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0034,"How Many Shades?,See the attached video and tell us how many Fastrack sunglasses does the model change? Guess & win a pair. ^Your answer",hi,iiitd_sms_spam_v1,spam,NEEDS_REVIEW,spam-unclear,,,1ebdbd5d990b,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0035,"In a Bar, a man attended a phn-call:  Hello! Yes Honey. Wife: Darling, I'am in a shopping mall. Shall I buy Jewellery worth Rs. 1 LAKH? Man: Sure Honey. Wife: 1 Silk-Saree worth Rs. 20000 dear, shall I? Man: One saree not enough honey, tak 1 more. Wife: Ok dear, I hv ur credit-card. Shall I use now? Man: Sure, with pleasure. All frnz asked him aftr he put down his mobile: U luv ur wife dis much? Man: EXCUSE ME, WHO's MOBILE IS THIS?",hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,25496344db80,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0036,Open an Account with Federal Bank for FREE unlimited transactions on any Banks ATM. Have a wonderful banking experience. Call 18004251199 for more details,hi,iiitd_sms_spam_v1,spam,NEEDS_REVIEW,spam-unclear,,,6bd354465e99,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0037,hy were engg students happy after watching 3 idiots?? Ans: Ab delivery doctors nahi engineers karayenge!! One more source of placement after engineering!!,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,4f4a947730a7,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0038,LUXURY REDEFINED BY ABW!LIFESTYLE Apartment influenced by your DREAM in sect. 76 gurgn.Avail INAUGURAL DISCOUNT by booking immediately.Call Team Agni 9212255555,hi,iiitd_sms_spam_v1,spam,AD,hi-ad-keywords,,,718076d86e02,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0039,I waitd for ur col . Nw im sleeping . As it is im upset . I fought wid ankur . He yelld at me for no reason :-( Gn .,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,adafc9243d50,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0040,"Guinness Record!,World�s most pierced women! Can you guess how many piercings she has?
1)	3950
2)	5920
3)	6725
^1/2/3
Reply within 24 hrs to know the right answer.",hi,iiitd_sms_spam_v1,spam,AD,quiz-or-promo-spam,,,5cbaeb0ab7f1,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0041,"I PROMISE 2 MAKE U HAPPY WEN U R SAD, I PROMISE 2 MAKE U LAUGH WEN U CRY, I PROMISE 2 B WID U WEN U R ALONE, I PROMISE 2 SUPPORT U WENEVER U NEED ME, I PROMISE DAT U WL ALWAYS HAV A SPCL PLACE IN MY HEART:-)HAPPY PROMISE DAY:-)",hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,67396bd65053,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0042,"Rs 299 for dark chocolates worth Rs 690 from Kanny Chocolates / Rs 349 for Massage,  Facial & more worth Rs 4250 @ Looks Essencia. Visit www.snapdeal.com",hi,iiitd_sms_spam_v1,spam,NEEDS_REVIEW,spam-unclear,,,fbe40d445ef8,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0043,"Play CricEx LIVE during India vs. Netherlands match - WIN iPad,  Blackberry & Team India Jerseys at the end of the match. Logon to http://m.ibibo.com/c/10",hi,iiitd_sms_spam_v1,spam,NEEDS_REVIEW,spam-unclear,,,433505d7c477,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0044,PL UPDATE: AT FULL-TIME: Aston Villa 3 West Ham 0; Blackburn 1 Everton 0; Bolton 0 Fulham 0; Sunderland 2 Birmingham 2; Blackpool 4 Wigan 0; Wolves 2 Stoke 1,hi,iiitd_sms_spam_v1,spam,NEEDS_REVIEW,spam-unclear,,,5d752b40babd,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0045,"Rate revisng soon. Supertech presnts 2nd phase of CAPE TOWN at Sec74, Noida *2/3/4 bhk flat@29 lac onwrds *Adjoining 100 acres park Call-9999652149",hi,iiitd_sms_spam_v1,spam,NEEDS_REVIEW,spam-unclear,,,3d830a6fe016,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0046,"omaxe launched commercial plot in sec 79, FBD NR 60mtr  SECTOR RD,  sizes 200,300,500yds @ unbeliable price Rs27500/-DONT MISS LIMITED AVAILABLTY#8860656871",hi,iiitd_sms_spam_v1,spam,NEEDS_REVIEW,spam-unclear,,,7aab978abdbf,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0047,"If IPL wil be in Patna as PPL (Patna Premier League) the team names will be:-DD-Digha Daredevils,MI-Mithapur Indians,CSK-ChiraiyatandSuper Kings,DC-DanapurChargers,KXIP-Kings XIPatnacity,RCB-RoyalChallenger Boring road,RR-Rajabazar royals,KKR-KankarbaghKnight Riders.",hi,iiitd_sms_spam_v1,ham,AD,hi-ad-keywords,,,a35e84609f31,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0048,Hw mch cn sm1 love? A man suffrin frm brain tumour died. His wyf opnd his cupboard n found sm tablets wd a lettr take thm dear.U catch cold easily when u cry,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,7557415fb402,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0049,MS par 80% ki bachat! SUB56 bhejein 170 (muft) par aur payein 175 Local aur National SMS kewal Rs56 mein. Validity - 30 din,hi,iiitd_sms_spam_v1,spam,NEEDS_REVIEW,spam-unclear,,,908d1b0f3ca9,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0050,If 1=5 2=25 3=125 4=625 5=? Think b4 scrolling down. Ans=1 How? See the 1st line. Conclusion: Dont Complicate Simple Problems in life.,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,70ead22e7954,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0051,"Rs250 ke recharge par Rs250 ka Full Talktime! Yeh talktime 30 din ke liye valid hai. Talktime sabhi Local,  STD,  ISD call ke liye manya.",hi,iiitd_sms_spam_v1,spam,NEEDS_REVIEW,spam-unclear,,,ba67293b7247,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0052,Please pay attentionDue to some problem board meeting of 19 sep  by Mr. Deepesh ji at multinational business academy has been reschedule at 11:00 hrs,hi,iiitd_sms_spam_v1,spam,NEEDS_REVIEW,spam-unclear,,,af3927e3235a,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0053,"Bond Girl?,Which Indian actress you would like to see as Bond Girl?
1) Bipasha
2) Kareena
3) Katrina
^1/ 2/ 3
Reply within 24 hrs to know who's the next Bond Girl.",hi,iiitd_sms_spam_v1,spam,AD,quiz-or-promo-spam,,,d2f348c78e0d,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0054,"Eco-Friendly,Would you like to save the environment?
^Yes / No
Reply within 24hrs to know how to buy wooden products, which do not affect the forest.",hi,iiitd_sms_spam_v1,spam,AD,quiz-or-promo-spam,,,5d3fd4f40ecd,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0055,I kno. Is it ok if all of us watch d 4.40 mumbai movie in vk? N v'l all meet tab only. Wotsay?,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,3750b05e3197,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0056,Need some talktime? Just sms CREDIT to 144 (tollfree) and get Rs10 this amount along with service charge of Rs2 will be debited from your account in 48hrs,hi,iiitd_sms_spam_v1,spam,TRANSACTION,hi-txn-keywords,,,293ce63ab270,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0057,In way,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,517bd90802b1,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0058,Job is knocking @ Ur door.Hurry up & don�t miss this great opportunity. Call-8016590923or 8016590805.www.cyberjob.in-Sent 4rm 160by2.com,hi,iiitd_sms_spam_v1,spam,NEEDS_REVIEW,spam-unclear,,,d70e26dec6c2,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0059,Overcome programming challenges for multicore and learn the techniques to scale reliability. Attend Intel session at 3.45 PM at Microsoft Community TechDays,hi,iiitd_sms_spam_v1,spam,NEEDS_REVIEW,spam-unclear,,,e4f8c167516e,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0060,ID pj daya ke dar se khuni ne darwaza khula hi chodh diya par daya bhi chalak tha darwaza band kiya aur tod diy,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,44142c95bfb6,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0061,R/R recommends: LOGIX BLOSSOM GREENS.*2/3/4BHk Apts.*Sec143 on Noida X-way & FNG.*Possession in 18 mnths.*Starting BSP@22.21L on DP.For booking.sms REN to 53456,hi,iiitd_sms_spam_v1,spam,NEEDS_REVIEW,spam-unclear,,,69cb26cefeb0,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0062,"In a park 2 lovers eating chips by lookng into each other's eyes...  Girl: Dear,wt r u thinkng rite now? Boy: tu mujse zyada chips kha rhi hai bhukki.",hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,51c10c481051,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0063,"IF ONLY YOU WOULD'VE TALKED TO ME, I WOULDN'T HAVE HAD TO WRITE THIS... that conversation lasted 00:00:26 seconds. i don't understand what requires so much of your attention that you can't even spare 2 minutes on the phone with me. especially when at the end of everyday, all you seem to have done is nothing much!!! and guess what, a guy who gets all excited and dressed up just because a girl will be working in the same lab is called a nerd, not awesome!!!",hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,f863eb8c8f92,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0064,I am sitn in appartments opp.pvr.u knw w 2 get dn,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,7c699a75a694,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0065,I wasn't sure,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,622a5206a84e,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0066,Now a Saving plan that gives you Guaranteed Returns irrespective of market fluctuations. SMS PD to 56070 to know more.,hi,iiitd_sms_spam_v1,spam,NEEDS_REVIEW,spam-unclear,,,f2566da6b4e1,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0067,i knw meine bhi yahin galti ki thi..thoda schange krna padega.. 100 100 100 ans 21 10 10 10 ans 12 20 20 20 ans 15 :-),hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,cf2e19eae8a3,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0068,I m in garima rum nd we r talking.,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,50521e3de36e,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0069,i'm in class now!!!,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,d7c41a8855fb,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0070,"The Rockstar!,Which Salman do you like the most? Choose from the options:
1) Tere Naam
2) Veer
3) Dabangg
^1/2/3
All your interactions with Blyk on Aircel are free.",hi,iiitd_sms_spam_v1,spam,AD,quiz-or-promo-spam,,,6a7ca0d0a3b3,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0071,I m bunking dm.,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,234669935512,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0072,"ONLY JIA,  offers franchisee opportunity to start ladies Ethnic wear Showroom. Investment 3 to 5 Lacs. Mr Arun 9591590400/ 080 32969990. S.U. Apparels",hi,iiitd_sms_spam_v1,spam,AD,hi-ad-keywords,,,bd3455651d8e,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0073,"Property Bhi Aapki Rent Bhi Aapka, Invest Rs 17k Lacs in Fully Furnished Office Spaces & Earn Rs 17k per Month Wid Bank Guarantee, Noida Cont.9990584817",hi,iiitd_sms_spam_v1,spam,NEEDS_REVIEW,spam-unclear,,,4e1918ff0ca3,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0074,"Ideal Summer Fabric,Wrong fabrics make your skin itch in the summer? Here are some light, breathable cotton fabrics to sooth your skin in the summer.
^Yes
All your interactions with Blyk on Aircel are free.",hi,iiitd_sms_spam_v1,spam,NEEDS_REVIEW,spam-unclear,,,75ee5e361a94,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0075,Indira nagar,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,cfd482e8836a,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0076,"Ranja Rick ar Reshmi ki parbe school-e bhorti hote?1.Hya 2.Na TYPE:DMN<space>1/2 pathan 9246113355, Dekhun DADAMONI Mon-Fri7.30pm Rupashi Banglay ar jitun prize",hi,iiitd_sms_spam_v1,spam,NEEDS_REVIEW,spam-unclear,,,af38ee79d271,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0077,REE Drinks of Rs 2000 & 1Yr Membership of top 14 Resto-Bar of Delhi NCR & Get Discount 50%Drink+20% on Food Just 1999 to get Detail sms DNDC to 5303,hi,iiitd_sms_spam_v1,spam,AD,hi-ad-keywords,,,45b0b176c107,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0078,"Indian boy: Mere 3 bhai aur 3 behen he. Tere kitne hai? American  boy: Mere bhai bahen nahi, par meri  pehli mummy se  4 papa  aur pehle papa se  5 mummy hai",hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,ec8ec642fb3e,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0079,Rs. 15000/ se Rs. 30000/ income kar sakte hain har Mahine Aap HI-TECH se MOBILE/LAPTOP Repairing ka Course Karke. Puri Jankari ke Liye Call kare 9212-677-677,hi,iiitd_sms_spam_v1,spam,NEEDS_REVIEW,spam-unclear,,,b63733ec01b8,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0080,Recharge Rs255 from your mobile using mChek on Airtel & get Rs 355 talktime.Click on www.mchek.com/mchekonairtel for FREE download.Offer ends 5 Sept.,hi,iiitd_sms_spam_v1,spam,AD,hi-ad-keywords,,,c4c44a1a612c,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0081,"Europe�s Best,Which team has won the Europa League (previously called the UEFA Cup) this season?
1) FC Porto
2) Tottenham Hotspur
3) Ajax, Amsterdam
^1/2/3
All your replies to Blyk on Aircel are always free.",hi,iiitd_sms_spam_v1,spam,AD,quiz-or-promo-spam,,,14a765f5b8b9,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0082,I never found out why u walked awayand never said goodbyebut now that i see youi'm torn inside but i still guard my pride...,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,48eaa8ac4ada,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0083,"Pai International Electronics World Cup Offer. Win 5 Chevrolet Spark Cars, LCDs, Digital Cameras,  MicroOvens & many more, Lucky Draw coupon on Rs2000 & above T&C",hi,iiitd_sms_spam_v1,spam,AD,hi-ad-keywords,,,861ef6d013ad,latin-script-hinglish-or-en-IN;not-devanagari
iiitd_pilot_0084,I hav a class at 9.So i wld b in clg.I just tokd 2 sumit n he said dat he wld b dere by 10 n so wld aman n stuti.,hi,iiitd_sms_spam_v1,ham,NEEDS_REVIEW,ham-personal-or-unclear,,,645bd5097347,latin-script-hinglish-or-en-IN;not-devanagari
