id,text,language,source,uci_binary,label,annotator,template_group,notes
uci_00010,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today.",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,0164bd8a5447,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00011,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",en,uci_sms_spam_collection_v1,spam,AD,,1cb8480bbb9b,现金抽奖竞赛推广，让用户发短信参与付费竞赛，属于促销广告
uci_00012,"URGENT! You have won a 1 week FREE membership in our ¡ê100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",en,uci_sms_spam_collection_v1,spam,FRAUD,,ba48639a2115,虚假10万英镑奖金通知，要求发短信领取，是典型钓鱼诈骗短信
uci_00013,I've been searching for the right words to thank you for this breather. I promise i wont take your help for granted and will fulfil my promise. You have been wonderful and a blessing at all times.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,4d50156ada4f,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00014,I HAVE A DATE ON SUNDAY WITH WILL!!,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,942e18fe5bd0,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00015,"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL",en,uci_sms_spam_collection_v1,spam,HARASS,qa_fix_v1,b9dc40bb1627,[fix:adult-brand AD->HARASS] 成人电影俱乐部推广，让用户付费点击WAP链接观看内容，属于商业促销广告
uci_00016,Oh k...i'm watching here:),en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,788d274b0eff,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00017,Eh u remember how 2 spell his name... Yes i did. He v naughty make until i v wet.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,baf370c9d2f8,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00018,Fine if that?s the way u feel. That?s the way its gota b,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,666224299cf8,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00019,"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/¨²1.20 POBOXox36504W45WQ 16+",en,uci_sms_spam_collection_v1,spam,AD,,3b8af00c5caa,足球赛事新闻订阅推广，让用户付费订阅赛事信息，属于商业广告
uci_00020,Is that seriously how you spell his name?,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,0caecc4a0b53,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00021,I¡®m going to try for 2 months ha ha only joking,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,9f8f1fc99016,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00022,So ¨¹ pay first lar... Then when is da stock comin...,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,53b427079e84,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00023,Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,ad6448cd3e5d,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00024,Ffffffffff. Alright no way I can meet up with you sooner?,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,e5961c31893a,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00025,Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,e07e5b92a705,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00026,Lol your always so convincing.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,bacffaae5e25,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00027,Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,613c0bcb0012,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00028,"I'm back &amp; we're packing the car now, I'll let you know if there's room",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,5407e291dc6a,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00029,Ahhh. Work. I vaguely remember that! What does it feel like? Lol,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,7db5550e37c3,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00030,"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,54753c86182b,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00031,Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You?,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,ad73137b2a68,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00032,K tell me anything about you.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,60f460d15a7e,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00033,For fear of fainting with the of all that housework you just did? Quick have a cuppa,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,96b2ad135e28,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00034,Thanks for your subscription to Ringtone UK your mobile will be charged ¡ê5/month Please confirm by replying YES or NO. If you reply NO you will not be charged,en,uci_sms_spam_collection_v1,spam,AD,,64eb90fa4da1,英国彩铃订阅推广，通知将每月扣费，属于付费服务营销广告
uci_00035,Yup... Ok i go home look at the timings then i msg ¨¹ again... Xuhui going to learn on 2nd may too but her lesson is at 8am,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,ad2aba92bf55,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00036,"Oops, I'll let you know when my roommate's done",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,f98cb5633a5e,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00037,I see the letter B on my car,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,f1180410efe1,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00038,Anything lor... U decide...,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,70f633d12106,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00039,Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,9b456f6131da,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00040,Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,3d8adabdb9ae,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00041,"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,5dacf8ccb3c6,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00042,07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,en,uci_sms_spam_collection_v1,spam,AD,,71cf69ab3731,免费诺基亚手机促销，让用户拨打客服电话领取手机，属于商业推广广告
uci_00043,WHO ARE YOU SEEING?,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,f0e56826edc8,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00044,Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,4dd0bfe6db86,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00045,No calls..messages..missed calls,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,816670b22ffb,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00046,Didn't you get hep b immunisation in nigeria.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,214dd47c5334,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00047,"Fair enough, anything going on?",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,1b3553df5f60,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00048,"Yeah hopefully, if tyler can't do it I could maybe ask around a bit",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,363bc9a9da41,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00049,U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,0fcf70331321,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00050,What you thinked about me. First time you saw me in class.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,9904de2d8f71,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00051,"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,727eadf3793b,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00052,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,4a8f9db74f88,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00053,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about ""the cave"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,616274921087,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00054,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,en,uci_sms_spam_collection_v1,spam,AD,,8e1c0f8d02eb,体育知识问答推广，让用户参与付费问答服务，属于商业广告
uci_00055,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,51f4ada04389,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00056,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",en,uci_sms_spam_collection_v1,spam,FRAUD,,eedcb588d9de,假获奖通知，谎称获得一年影院通行证，要求拨打付费电话领取，典型诈骗
uci_00057,"Sorry, I'll call later in meeting.",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,9a99f9884fc2,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00058,Tell where you reached,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,87c002803e9d,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00059,Yes..gauti and sehwag out of odi series.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,6ae0ad48e984,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00060,Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,41e91b66c498,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00061,Ha ha ha good joke. Girls are situation seekers.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,b0adcd324add,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00062,Its a part of checking IQ,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,8d1a367604e9,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00063,"Sorry my roommates took forever, it ok if I come by now?",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,e1a2ee395801,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00064,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,011d0f30d8b6,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00065,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a ¡ê1500 Bonus Prize, call 09066364589",en,uci_sms_spam_collection_v1,spam,FRAUD,,227a8e0fcbad,假获奖通知，谎称作为valued customer获得1500英镑奖金，典型诈骗手法
uci_00066,"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,3f7fa9c8ea47,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00067,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or ¡ê1000. To claim txt DIS to 87121 18+6*¡ê1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",en,uci_sms_spam_collection_v1,spam,FRAUD,,33de1040600c,虚假旅行奖励通知，谎称获得欧洲旅行机会，要求发短信领取，属于诈骗短信
uci_00068,"Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!",en,uci_sms_spam_collection_v1,spam,NEEDS_REVIEW,,a4f7a02ad6c0,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00069,I plane to give on this month end.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,696837ef4117,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00070,Wah lucky man... Then can save money... Hee...,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,149f671c7d49,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00071,Finished class where are you.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,3579e238d2c7,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00072,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,6ce09daa0625,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00073,K..k:)where are you?how did you performed?,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,3ac0e2a060aa,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00074,U can call me now...,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,0d03309b16b6,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00075,I am waiting machan. Call me once you free.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,610cde476889,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00076,Thats cool. i am a gentleman and will treat you with dignity and respect.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,e6737e73e12d,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00077,I like you peoples very much:) but am very shy pa.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,a81c7b957777,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00078,Does not operate after  &lt;#&gt;  or what,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,da519fc8742b,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00079,Its not the same here. Still looking for a job. How much do Ta's earn there.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,33bee550f394,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00080,"Sorry, I'll call later",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,d5081f7715ce,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00081,K. Did you call me just now ah?,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,33f0163b4d89,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00082,Ok i am on the way to home hi hi,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,c4742fa6ac87,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00083,You will be in the place of that man,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,3778dd2ba51e,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00084,Yup next stop.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,2c4effd2f994,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00085,"I call you later, don't have network. If urgnt, sms me.",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,e43ec8c8c26f,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00086,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,61e0a16e91fa,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00087,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,f701a2df4155,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00088,I'm really not up to it still tonight babe,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,933a67bd5ab6,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00089,"Ela kano.,il download, come wen ur free..",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,d30dbe7260e5,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00090,Yeah do! Don¡®t stand to close tho- you¡®ll catch something!,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,336994e977c7,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00091,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,73ad66ce70ab,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00092,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,0b06868cfa73,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00093,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed ¡ê1000 cash or ¡ê5000 prize!,en,uci_sms_spam_collection_v1,spam,FRAUD,,97c90bf3669f,假中奖通知，谎称获得1000英镑现金或5000英镑奖品，要求拨打诈骗电话领取
uci_00094,Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,4a2896cbf7e5,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00095,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16",en,uci_sms_spam_collection_v1,spam,AD,,3e6a98e908b9,免费彩铃收集推广，要求发送密码验证，属于付费铃声服务营销广告
uci_00096,Watching telugu movie..wat abt u?,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,66b31fd5df52,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00097,i see. When we finish we have loads of loans to pay,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,39e0d6bae5a1,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00098,"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?""",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,feaefb14d296,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00099,I see a cup of coffee animation,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,db94465bcd8a,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00100,Please don't text me anymore. I have nothing else to say.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,928d65214716,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00101,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,b42bc5bec853,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00102,I'm still looking for a car to buy. And have not gone 4the driving test yet.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,e50954727ff5,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00103,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,en,uci_sms_spam_collection_v1,ham,TRANSACTION,qa_fix_v1,9b1889bb7594,[fix:callertune-service-result AD->TRANSACTION] 彩铃设置通知，属于付费内容服务推广广告（与uci_00007同模板）
uci_00104,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,4bac0d4a6450,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00105,Umma my life and vava umma love you lot dear,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,d0df7698376b,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00106,Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,c53a9ff66e78,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00107,"Aight, I'll hit you up when I get some cash",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,676253d0879e,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00108,How would my ip address test that considering my computer isn't a minecraft server,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,e1b4cbd617c3,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00109,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,5a787ff71749,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00110,Dont worry. I guess he's busy.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,e4087260b600,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00111,What is the plural of the noun research?,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,2efb73f10f72,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
uci_00112,Going for dinner.msg you after.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,ae5b4cd3bc02,私人闲聊/个人对话，无法归入TRANSACTION/AD/HARASS/FRAUD四类
