id,text,language,source,prior_label,suggested_label,suggest_reason,label,annotator,template_group,notes,pack_role
id_yudi_00470,Sayang sekali kamu kalah cepat. Tapi jangan khawatir! Ayo coba lagi di sesi berikutnya! * Pastikan kamu membaca pesan dari LINE Indonesia untuk mendapatkan info mengenai waktu dan hadiah pada event sesi berikutnya,id,yudiwbs_id_sms_spam_v1,NEEDS_REVIEW,FRAUD,id_fraud_hint,,,9ed606ef7887,ID gap fill from NEEDS_REVIEW. Fill label; keep NEEDS_REVIEW if unsure.,id_gap_fill
id_yudi_00806,Iya aku inget jam dinding di rumah awet katanya hadiah pernikahan ?,id,yudiwbs_id_sms_spam_v1,NEEDS_REVIEW,FRAUD,id_fraud_hint,,,a36117cf1c98,ID gap fill from NEEDS_REVIEW. Fill label; keep NEEDS_REVIEW if unsure.,id_gap_fill
id_yudi_00873,Kang nama1 tuh baru menang 2 Milyar hahaha.. Kemakom berprestasi,id,yudiwbs_id_sms_spam_v1,NEEDS_REVIEW,FRAUD,id_fraud_hint,,,1e861c305f47,ID gap fill from NEEDS_REVIEW. Fill label; keep NEEDS_REVIEW if unsure.,id_gap_fill
id_yudi_01074,Taqoballahu Minna waminkum. #SelamatMenyambutKemenangan,id,yudiwbs_id_sms_spam_v1,NEEDS_REVIEW,FRAUD,id_fraud_hint,,,c7920e27659a,ID gap fill from NEEDS_REVIEW. Fill label; keep NEEDS_REVIEW if unsure.,id_gap_fill
id_ss_00909,Ok lor... Sony ericsson salesman... saya bertanya shuhui kemudian dia mengatakan cukup gd 2 digunakan jadi saya mempertimbangkan...,id,spamshield_indonesian_v1,NEEDS_REVIEW,AD,id_ad_hint,,,2a40f7fd1ee9,ID gap fill from NEEDS_REVIEW. Fill label; keep NEEDS_REVIEW if unsure.,id_gap_fill
id_yudi_00559,"Trima ksh telah mjd pelanggan kami ""CNF AQUA"" gnkan no 085729791456 untuk pemesanan air isi ulang dan AGUA ASLI n sed!a jga gas 3kg dan 12kg tlng sebarkan sms ini ke tmn2 kost n kampus jga ya jgn berhenti di km terima kas!h(nb:tlng save no pemesanan aqua b!la suatu saat membutuhkan mksh).GRATIS ANTAR",id,yudiwbs_id_sms_spam_v1,NEEDS_REVIEW,AD,id_ad_hint,,,e7fdc193f64f,ID gap fill from NEEDS_REVIEW. Fill label; keep NEEDS_REVIEW if unsure.,id_gap_fill
id_yudi_00570,Yth Isti Sofiyah. Diminta Segera Hubungi Bpk Drs.H .Lalu Safi¡¯ i M.Pd. Kadisdik NTB.08531166 6557 Perihal Seminar Gratis Dari DIKTI. (Bu Sri TU.Diknas),id,yudiwbs_id_sms_spam_v1,NEEDS_REVIEW,AD,id_ad_hint,,,2631a54ff535,ID gap fill from NEEDS_REVIEW. Fill label; keep NEEDS_REVIEW if unsure.,id_gap_fill
id_yudi_00781,Guys numpang promosi bisi ada yg butuh..  Dijual MacBook Air Layar 11inch Ram 4gb Ssd 128gb Garansi sisa 5 bulan Dijual karena jarang di pake..  Harga PM,id,yudiwbs_id_sms_spam_v1,NEEDS_REVIEW,AD,id_ad_hint,,,8e2138fd45b3,ID gap fill from NEEDS_REVIEW. Fill label; keep NEEDS_REVIEW if unsure.,id_gap_fill
id_yudi_00947,"numpang promo yah, siapa tau ada yang berminat ?? bisa liat di instagram nya",id,yudiwbs_id_sms_spam_v1,NEEDS_REVIEW,AD,id_ad_hint,,,c19d5ef86ece,ID gap fill from NEEDS_REVIEW. Fill label; keep NEEDS_REVIEW if unsure.,id_gap_fill
id_ss_00000,"Kami berharap untuk pergi pada 7, dari Langport. Anda masih naik untuk kota malam ini?",id,spamshield_indonesian_v1,NEEDS_REVIEW,NEEDS_REVIEW,id_nr_open,,,0801820ee72d,ID gap fill from NEEDS_REVIEW. Fill label; keep NEEDS_REVIEW if unsure.,id_gap_fill
id_ss_00001,"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ",id,spamshield_indonesian_v1,NEEDS_REVIEW,NEEDS_REVIEW,id_nr_open,,,52602f9ed52e,ID gap fill from NEEDS_REVIEW. Fill label; keep NEEDS_REVIEW if unsure.,id_gap_fill
id_ss_00002,"Mungkin akan ada di sini untuk sementara waktu, lihat nanti malam ini &lt;)",id,spamshield_indonesian_v1,NEEDS_REVIEW,NEEDS_REVIEW,id_nr_open,,,058eb333c137,ID gap fill from NEEDS_REVIEW. Fill label; keep NEEDS_REVIEW if unsure.,id_gap_fill
id_ss_00003,"Tidak (dalam suara sterm) - saya belajar. semuanya baik-baik saja dengan saya! tidak pasti hal itu akan diselesaikan, tho. bagaimanapun.",id,spamshield_indonesian_v1,NEEDS_REVIEW,NEEDS_REVIEW,id_nr_open,,,3e83dd58b270,ID gap fill from NEEDS_REVIEW. Fill label; keep NEEDS_REVIEW if unsure.,id_gap_fill
id_ss_00004,CLAIRE di sini saya havin borin waktu & sekarang saya sendirian U wanna cum over 2nite? Chat sekarang 09099725823 harapan 2 C U Luv CLAIRE xx Calls£1/minmoremobsEMSPOBox45PO139WA,id,spamshield_indonesian_v1,NEEDS_REVIEW,NEEDS_REVIEW,id_nr_open,,,5dec77b7bb3f,ID gap fill from NEEDS_REVIEW. Fill label; keep NEEDS_REVIEW if unsure.,id_gap_fill
id_ss_00005,Apakah ponsel Anda 10 mths? Update ke terbaru Orange camera/video phone for FREE. Save £s with Free text/weekend calls. Text YES for a callback orno to opt out,id,spamshield_indonesian_v1,NEEDS_REVIEW,NEEDS_REVIEW,id_nr_open,,,759870887753,ID gap fill from NEEDS_REVIEW. Fill label; keep NEEDS_REVIEW if unsure.,id_gap_fill
id_ss_00007,Apa yang terjadi jika tidak pulang ke rumah 4 makan malam?,id,spamshield_indonesian_v1,NEEDS_REVIEW,NEEDS_REVIEW,id_nr_open,,,a4c1bb26d4d1,ID gap fill from NEEDS_REVIEW. Fill label; keep NEEDS_REVIEW if unsure.,id_gap_fill
id_ss_00009,"Hi, wkend ok tapi perjalanan mengerikan. wk tidak baik karena memiliki rekaman belakang besar dari penanda untuk melakukan",id,spamshield_indonesian_v1,NEEDS_REVIEW,NEEDS_REVIEW,id_nr_open,,,395214fa848d,ID gap fill from NEEDS_REVIEW. Fill label; keep NEEDS_REVIEW if unsure.,id_gap_fill
id_ss_00010,di mana @,id,spamshield_indonesian_v1,NEEDS_REVIEW,NEEDS_REVIEW,id_nr_open,,,07f5fbd3dcc5,ID gap fill from NEEDS_REVIEW. Fill label; keep NEEDS_REVIEW if unsure.,id_gap_fill
id_ss_00011,Urgent! silakan hubungi 09061213237 dari landline. £5000 tunai atau mewah 4* Canary Islands Holiday menunggu koleksi. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,id,spamshield_indonesian_v1,NEEDS_REVIEW,NEEDS_REVIEW,id_nr_open,,,9f231910ef78,ID gap fill from NEEDS_REVIEW. Fill label; keep NEEDS_REVIEW if unsure.,id_gap_fill
id_ss_00012,"Teks Terbatas, Minit Terbatas",id,spamshield_indonesian_v1,NEEDS_REVIEW,NEEDS_REVIEW,id_nr_open,,,e3979f2ee4a4,ID gap fill from NEEDS_REVIEW. Fill label; keep NEEDS_REVIEW if unsure.,id_gap_fill
id_ss_00013,Mama berkata kita wan untuk pergi kemudian pergi... Kemudian dia bisa shun bian menonton pameran kaca...,id,spamshield_indonesian_v1,NEEDS_REVIEW,NEEDS_REVIEW,id_nr_open,,,20914fcf62b8,ID gap fill from NEEDS_REVIEW. Fill label; keep NEEDS_REVIEW if unsure.,id_gap_fill
id_ss_00014,Apakah ada hari Jumat yang akan datang adalah liburan untuk pongal?Apakah Anda mendapatkan berita dari tempat kerja Anda.,id,spamshield_indonesian_v1,NEEDS_REVIEW,NEEDS_REVIEW,id_nr_open,,,5690c9f7bdb4,ID gap fill from NEEDS_REVIEW. Fill label; keep NEEDS_REVIEW if unsure.,id_gap_fill
id_ss_00015,"Ok, baik, tidak ada masalah, dan terima kasih!",id,spamshield_indonesian_v1,NEEDS_REVIEW,NEEDS_REVIEW,id_nr_open,,,546d74eaa3c0,ID gap fill from NEEDS_REVIEW. Fill label; keep NEEDS_REVIEW if unsure.,id_gap_fill
id_ss_00016,"Seseorang telah menghubungi layanan kencan kami dan memasukkan telepon Anda becausethey fancy Anda! Untuk mengetahui siapa yang dipanggil dari landline 09058098002. PoBox1, W14RG 150p",id,spamshield_indonesian_v1,NEEDS_REVIEW,NEEDS_REVIEW,id_nr_open,,,9ce92aae5467,ID gap fill from NEEDS_REVIEW. Fill label; keep NEEDS_REVIEW if unsure.,id_gap_fill
id_ss_00019,Saya akan sampai di 2 stasiun lainnya.,id,spamshield_indonesian_v1,NEEDS_REVIEW,NEEDS_REVIEW,id_nr_open,,,e42fa245250a,ID gap fill from NEEDS_REVIEW. Fill label; keep NEEDS_REVIEW if unsure.,id_gap_fill
id_ss_00020,"Saya pikir jika dia memerintah tamilnadu, maka hal itu sangat sulit bagi rakyat kita.",id,spamshield_indonesian_v1,NEEDS_REVIEW,NEEDS_REVIEW,id_nr_open,,,e1ecc3a2d603,ID gap fill from NEEDS_REVIEW. Fill label; keep NEEDS_REVIEW if unsure.,id_gap_fill
id_ss_00022,Jadi u wan 2 datang untuk makan malam kami malam ini a tidak?,id,spamshield_indonesian_v1,NEEDS_REVIEW,NEEDS_REVIEW,id_nr_open,,,437d640e863b,ID gap fill from NEEDS_REVIEW. Fill label; keep NEEDS_REVIEW if unsure.,id_gap_fill
id_ss_00023,Dapat membantu anda swop dengan mengambil anda dari mana pun ur burung lain r bertemu jika anda inginkan.,id,spamshield_indonesian_v1,NEEDS_REVIEW,NEEDS_REVIEW,id_nr_open,,,39ef36d87a78,ID gap fill from NEEDS_REVIEW. Fill label; keep NEEDS_REVIEW if unsure.,id_gap_fill
id_ss_00026,Seseorang harus pergi ke andros dan mencuri es,id,spamshield_indonesian_v1,NEEDS_REVIEW,NEEDS_REVIEW,id_nr_open,,,d8c5356d46ae,ID gap fill from NEEDS_REVIEW. Fill label; keep NEEDS_REVIEW if unsure.,id_gap_fill
id_ss_00027,Ringtone Club: Gr8 polys baru langsung ke ponsel Anda setiap minggu !,id,spamshield_indonesian_v1,NEEDS_REVIEW,NEEDS_REVIEW,id_nr_open,,,93858bade7ca,ID gap fill from NEEDS_REVIEW. Fill label; keep NEEDS_REVIEW if unsure.,id_gap_fill
id_ss_00028,Lebih mudah dengan dia di sini.,id,spamshield_indonesian_v1,NEEDS_REVIEW,NEEDS_REVIEW,id_nr_open,,,3989c4aabd2c,ID gap fill from NEEDS_REVIEW. Fill label; keep NEEDS_REVIEW if unsure.,id_gap_fill
id_ss_00029,"Anda telah dipilih untuk menginap di 1 dari 250 hotel Inggris teratas - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS",id,spamshield_indonesian_v1,NEEDS_REVIEW,NEEDS_REVIEW,id_nr_open,,,72f5d29c6392,ID gap fill from NEEDS_REVIEW. Fill label; keep NEEDS_REVIEW if unsure.,id_gap_fill
id_ss_00030,Hanya pulang ke rumah,id,spamshield_indonesian_v1,NEEDS_REVIEW,NEEDS_REVIEW,id_nr_open,,,61218697dfa7,ID gap fill from NEEDS_REVIEW. Fill label; keep NEEDS_REVIEW if unsure.,id_gap_fill
id_ss_00031,"Oh sayang, Anda masih sakit? saya merasa Shit pagi ini tapi saya pikir saya hanya tenggelam! malam berikutnya.",id,spamshield_indonesian_v1,NEEDS_REVIEW,NEEDS_REVIEW,id_nr_open,,,5d34de551139,ID gap fill from NEEDS_REVIEW. Fill label; keep NEEDS_REVIEW if unsure.,id_gap_fill
id_ss_00033,"Jika saya mati, saya ingin Anda memiliki semua barang-barang saya.",id,spamshield_indonesian_v1,NEEDS_REVIEW,NEEDS_REVIEW,id_nr_open,,,bf2988bb2bda,ID gap fill from NEEDS_REVIEW. Fill label; keep NEEDS_REVIEW if unsure.,id_gap_fill
id_ss_00034,Dapatkah Anda mengirimkan nama perusahaan itu kepada saya di saibaba colany,id,spamshield_indonesian_v1,NEEDS_REVIEW,NEEDS_REVIEW,id_nr_open,,,8d809728619b,ID gap fill from NEEDS_REVIEW. Fill label; keep NEEDS_REVIEW if unsure.,id_gap_fill
id_ss_00035,"SMS. ac sun0819 posting HELLO:""Anda kelihatan keren, ingin mengatakan selamat datang!!!"" Hentikan?",id,spamshield_indonesian_v1,NEEDS_REVIEW,NEEDS_REVIEW,id_nr_open,,,92bd4530540d,ID gap fill from NEEDS_REVIEW. Fill label; keep NEEDS_REVIEW if unsure.,id_gap_fill
id_ss_00039,Untuk mengumpulkan pesan Anda hanya hubungi 08718723815.,id,spamshield_indonesian_v1,NEEDS_REVIEW,NEEDS_REVIEW,id_nr_open,,,a053bb869e2b,ID gap fill from NEEDS_REVIEW. Fill label; keep NEEDS_REVIEW if unsure.,id_gap_fill
id_ss_00040,"Oh, saya akan dibayar. yang paling luar biasa adalah untuk komersial yang saya lakukan untuk Hasbro...pada bulan Agustus!Mereka membuat kami melompat melalui begitu banyak harapan untuk dibayar.",id,spamshield_indonesian_v1,NEEDS_REVIEW,NEEDS_REVIEW,id_nr_open,,,0c465d66f09c,ID gap fill from NEEDS_REVIEW. Fill label; keep NEEDS_REVIEW if unsure.,id_gap_fill
id_ss_00041,"Bolehkah Anda bertanya kepada macho apa rentang harga, apakah dia ingin sesuatu yang baru atau digunakan ditambah dia hanya terganggu dalam blackberry bold &lt;#&gt; atau bb apa pun",id,spamshield_indonesian_v1,NEEDS_REVIEW,NEEDS_REVIEW,id_nr_open,,,e2ead4a54f20,ID gap fill from NEEDS_REVIEW. Fill label; keep NEEDS_REVIEW if unsure.,id_gap_fill
id_ss_00043,Saya mendapatkannya ke bawah untuk teh. tidak pasti apa rasa,id,spamshield_indonesian_v1,NEEDS_REVIEW,NEEDS_REVIEW,id_nr_open,,,fc54b3b68da1,ID gap fill from NEEDS_REVIEW. Fill label; keep NEEDS_REVIEW if unsure.,id_gap_fill
id_ss_00044,Saya pikir begitu. terima kasih.,id,spamshield_indonesian_v1,NEEDS_REVIEW,NEEDS_REVIEW,id_nr_open,,,40f5441cdfcc,ID gap fill from NEEDS_REVIEW. Fill label; keep NEEDS_REVIEW if unsure.,id_gap_fill
