id,text,language,source,prior_label,suggested_label,suggest_reason,label,annotator,template_group,notes,pack_role
id_ss_00567,"Anda bermain poker ruang, bukan?",id,spamshield_indonesian_v1,NEEDS_REVIEW,HARASS,nr_hint:\bsexy\b|\bhook ?up\b|\bget laid\b|\badu,,,c73f4ee2e313,Re-label from NEEDS_REVIEW; prefer HARASS vs AD vs FRAUD.,harass_relabel
id_ss_01265,"Selamat pagi, hari ini saya terlambat &lt;#&gt; min.",id,spamshield_indonesian_v1,NEEDS_REVIEW,HARASS,nr_hint:hutang|penagihan|terlambat|pinjaman|toge,,,33429cfa0ca5,Re-label from NEEDS_REVIEW; prefer HARASS vs AD vs FRAUD.,harass_relabel
id_ss_00859,INTERFLORA - Tidak terlambat untuk memesan bunga Interflora untuk Natal panggilan 0800 505060 untuk membuat pesanan Anda sebelum tengah malam esok.,id,spamshield_indonesian_v1,NEEDS_REVIEW,HARASS,nr_hint:hutang|penagihan|terlambat|pinjaman|toge,,,ebf3e327167e,Re-label from NEEDS_REVIEW; prefer HARASS vs AD vs FRAUD.,harass_relabel
uci_01719,"As in missionary hook up, doggy hook up, standing...|",en,uci_sms_spam_collection_v1,NEEDS_REVIEW,HARASS,nr_hint:\bsexy\b|\bhook ?up\b|\bget laid\b|\badu,,,f1811eeced5f,Re-label from NEEDS_REVIEW; prefer HARASS vs AD vs FRAUD.,harass_relabel
uci_02649,"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls.",en,uci_sms_spam_collection_v1,NEEDS_REVIEW,HARASS,nr_hint:loan|debt|collection|sexy|casino|gamblin,,,f334a8561a6e,Re-label from NEEDS_REVIEW; prefer HARASS vs AD vs FRAUD.,harass_relabel
id_ss_00277,Aku akan terlambat...,id,spamshield_indonesian_v1,NEEDS_REVIEW,HARASS,nr_hint:hutang|penagihan|terlambat|pinjaman|toge,,,5c6563fecf1a,Re-label from NEEDS_REVIEW; prefer HARASS vs AD vs FRAUD.,harass_relabel
id_ss_01188,"Oh, apa yang terjadi Charles minta maaf atas keterlambatan jawaban.",id,spamshield_indonesian_v1,NEEDS_REVIEW,HARASS,nr_hint:hutang|penagihan|terlambat|pinjaman|toge,,,39011dc4b1c0,Re-label from NEEDS_REVIEW; prefer HARASS vs AD vs FRAUD.,harass_relabel
uci_03934,"Playin space poker, u?",en,uci_sms_spam_collection_v1,NEEDS_REVIEW,HARASS,nr_hint:\bsexy\b|\bhook ?up\b|\bget laid\b|\badu,,,67793f1b7bb7,Re-label from NEEDS_REVIEW; prefer HARASS vs AD vs FRAUD.,harass_relabel
id_ss_00943,Adult 18 Content Video Anda akan segera bersama Anda,id,spamshield_indonesian_v1,NEEDS_REVIEW,HARASS,nr_hint:\bsexy\b|\bhook ?up\b|\bget laid\b|\badu,,,b0ccefa1baa0,Re-label from NEEDS_REVIEW; prefer HARASS vs AD vs FRAUD.,harass_relabel
id_ss_01249,"Selamat malam Sir, harap Anda memiliki hari yang menyenangkan. saya ingin memberikannya kepada pemberitahuan Anda bahwa saya terlambat dalam membayar sewa selama beberapa bulan terakhir dan harus membayar $ &lt;#&gt; biaya. saya merasa akan tidak mempertimbangkan saya untuk bercakap tentang sesuatu yang Anda berikan dengan biaya yang besar kepada diri sendiri dan itulah sebabnya saya tidak berbicara. saya masih dalam resesi dan tidak akan dapat membayar biaya bulan ini oleh karena itu permintaan saya baik-baik saja sebelum akhir bulan.",id,spamshield_indonesian_v1,NEEDS_REVIEW,HARASS,nr_hint:hutang|penagihan|terlambat|pinjaman|toge,,,215fb7dc2eb4,Re-label from NEEDS_REVIEW; prefer HARASS vs AD vs FRAUD.,harass_relabel
id_ss_00528,"Selamat pagi, hari ini saya terlambat untuk 2h. karena sakit punggung.",id,spamshield_indonesian_v1,NEEDS_REVIEW,HARASS,nr_hint:hutang|penagihan|terlambat|pinjaman|toge,,,870b0a248fa7,Re-label from NEEDS_REVIEW; prefer HARASS vs AD vs FRAUD.,harass_relabel
iiitd_00099,"In 1980,IDBI rejected Ambani's loan..bt nw Ambani is plannin 2 buy IDBI. Dis shows nthng is imposble.. Today ICICI rejected my loan... Anywaz.. Gud nyt",hi,iiitd_sms_spam_v1,NEEDS_REVIEW,HARASS,nr_hint:loan|debt|collection|sexy|casino|gamblin,,,88d8e2b8f11a,Re-label from NEEDS_REVIEW; prefer HARASS vs AD vs FRAUD.,harass_relabel
id_ss_00714,Saya akan keluar sekitar 10:30 ingin sesuatu atau itu untuk terlambat?,id,spamshield_indonesian_v1,NEEDS_REVIEW,HARASS,nr_hint:hutang|penagihan|terlambat|pinjaman|toge,,,e9e372727fe7,Re-label from NEEDS_REVIEW; prefer HARASS vs AD vs FRAUD.,harass_relabel
id_ss_00495,"Hi harap Anda mendapatkan ini txt~journey belum pernah gd, sekarang sekitar 50 menit terlambat saya pikir.",id,spamshield_indonesian_v1,NEEDS_REVIEW,HARASS,nr_hint:hutang|penagihan|terlambat|pinjaman|toge,,,c1814af957e3,Re-label from NEEDS_REVIEW; prefer HARASS vs AD vs FRAUD.,harass_relabel
uci_02153,Hi kindly give us back our documents which we submitted for loan from STAPATI,en,uci_sms_spam_collection_v1,NEEDS_REVIEW,HARASS,nr_hint:loan|debt|collection|sexy|casino|gamblin,,,db26d7aed700,Re-label from NEEDS_REVIEW; prefer HARASS vs AD vs FRAUD.,harass_relabel
uci_02110,Lara said she can loan me  &lt;#&gt; .,en,uci_sms_spam_collection_v1,NEEDS_REVIEW,HARASS,nr_hint:loan|debt|collection|sexy|casino|gamblin,,,349f00992456,Re-label from NEEDS_REVIEW; prefer HARASS vs AD vs FRAUD.,harass_relabel
uci_01158,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment,en,uci_sms_spam_collection_v1,NEEDS_REVIEW,HARASS,nr_hint:\bsexy\b|\bhook ?up\b|\bget laid\b|\badu,,,1e8cbf4659b4,Re-label from NEEDS_REVIEW; prefer HARASS vs AD vs FRAUD.,harass_relabel
zh_04355,白色情人节，感情接力新起点。爱我的人，我爱的人，你是我今生的唯一。路过的人，牵手的人，你是我缘分的归依。爱永不嫌多，情永不落幕！,zh,gitcode_zh_sms_8a104,NEEDS_REVIEW,HARASS,nr_hint:催收|欠款|逾期|讨债|灰产|发票代开|色情|约炮|加微信下款|无抵押|赌博|博,,,deb8ebacc484,Re-label from NEEDS_REVIEW; prefer HARASS vs AD vs FRAUD.,harass_relabel
uci_00097,i see. When we finish we have loads of loans to pay,en,uci_sms_spam_collection_v1,NEEDS_REVIEW,HARASS,nr_hint:loan|debt|collection|sexy|casino|gamblin,,,39e0d6bae5a1,Re-label from NEEDS_REVIEW; prefer HARASS vs AD vs FRAUD.,harass_relabel
iiitd_01938,"Weekender Presents Kids, Mens & Womens Garment with Winter Collection at City Plaza, Opp Payel Cinema. Call 9933890310 Or 0353-2641247 for Details.",hi,iiitd_sms_spam_v1,AD,HARASS,ad_borderline:\bdebt\b|\bcollect(ion|or)\b|\boverdue\b;loan|debt|collection|sexy|casino|gamblin,,,315ea969899e,Was AD — check if HARASS (催收/灰产/成人) or keep AD.,harass_relabel
iiitd_01377,"PEOPLE STORE LAUNCHES ITS SPRING SUMMER COLLECTION OF MEN, WOMEN, YOUTH, KIDSWEAR & ACCESSORIES.REFRESH YOURSELF THIS SUMMER@PEOPLE STORE KAROLBAGH,  PH.45097542/69",hi,iiitd_sms_spam_v1,AD,HARASS,ad_borderline:\bdebt\b|\bcollect(ion|or)\b|\boverdue\b;loan|debt|collection|sexy|casino|gamblin,,,0a803b965497,Was AD — check if HARASS (催收/灰产/成人) or keep AD.,harass_relabel
iiitd_01396,"WINTER COLLECTION !!! swetaer & coats just arrived @ The Arcade, Kazi road .",hi,iiitd_sms_spam_v1,AD,HARASS,ad_borderline:\bdebt\b|\bcollect(ion|or)\b|\boverdue\b;loan|debt|collection|sexy|casino|gamblin,,,266e8088f330,Was AD — check if HARASS (催收/灰产/成人) or keep AD.,harass_relabel
uci_05198,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",en,uci_sms_spam_collection_v1,AD,HARASS,ad_borderline:\bdebt\b|\bcollect(ion|or)\b|\boverdue\b;loan|debt|collection|sexy|casino|gamblin,,,bcd6cc37ffac,Was AD — check if HARASS (催收/灰产/成人) or keep AD.,harass_relabel
uci_02360,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",en,uci_sms_spam_collection_v1,AD,HARASS,ad_borderline:\bdebt\b|\bcollect(ion|or)\b|\boverdue\b;loan|debt|collection|sexy|casino|gamblin,,,bcd6cc37ffac,Was AD — check if HARASS (催收/灰产/成人) or keep AD.,harass_relabel
uci_02945,We currently have a message awaiting your collection. To collect your message just call 08718723815.,en,uci_sms_spam_collection_v1,AD,HARASS,ad_borderline:\bdebt\b|\bcollect(ion|or)\b|\boverdue\b;loan|debt|collection|sexy|casino|gamblin,,,746fdd225674,Was AD — check if HARASS (催收/灰产/成人) or keep AD.,harass_relabel
iiitd_01098,We are specialist in placing people in BPOs & hv al the major client.Hiring 4 collection/cce/tse 4 top 10 Bpos with good sal+inc.DAYSHIFT av.Tanvi/9953921288,hi,iiitd_sms_spam_v1,AD,HARASS,ad_borderline:\bdebt\b|\bcollect(ion|or)\b|\boverdue\b;loan|debt|collection|sexy|casino|gamblin,,,a5526dca0c53,Was AD — check if HARASS (催收/灰产/成人) or keep AD.,harass_relabel
iiitd_01670,NOW Displaying the NEW Summer Collection at JOHN PLAYERS Dwarka Sec-5 (near HDFC Bank),hi,iiitd_sms_spam_v1,AD,HARASS,ad_borderline:\bdebt\b|\bcollect(ion|or)\b|\boverdue\b;loan|debt|collection|sexy|casino|gamblin,,,433727cca1d1,Was AD — check if HARASS (催收/灰产/成人) or keep AD.,harass_relabel
iiitd_01342,"Play it cool with all-new Spring Summer collection from John Players. Rush to stores now,  grab the hottest stuff & make a style statement this season!",hi,iiitd_sms_spam_v1,AD,HARASS,ad_borderline:\bdebt\b|\bcollect(ion|or)\b|\boverdue\b;loan|debt|collection|sexy|casino|gamblin,,,47bf6acb153f,Was AD — check if HARASS (催收/灰产/成人) or keep AD.,harass_relabel
uci_02480,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",en,uci_sms_spam_collection_v1,AD,HARASS,ad_borderline:\bdebt\b|\bcollect(ion|or)\b|\boverdue\b;loan|debt|collection|sexy|casino|gamblin,,,e460892d82dd,Was AD — check if HARASS (催收/灰产/成人) or keep AD.,harass_relabel
zh_07329,"白色情人节约会邦购网！春装硬货低至3.5折，3件再7折；限时购周三重磅呈现。详情请登陆www.banggo.com,回复TD退订!【邦购网】",zh,gitcode_zh_sms_8a104,AD,HARASS,ad_borderline:催收|欠款|逾期|讨债|灰产|发票代开|色情|约炮|加微信下款|无抵押|赌博|博,,,42e6bee437bd,Was AD — check if HARASS (催收/灰产/成人) or keep AD.,harass_relabel
iiitd_01921,"Minimal documentation,  Quick approval,  Low rates. Home Loan @9.25%.Loan Against Properties@11.5%. Call on 011-43065228 visit www.mymoneymantra.com.T$C apply.",hi,iiitd_sms_spam_v1,AD,HARASS,ad_borderline:loan|debt|collection|sexy|casino|gamblin,,,8f9e6270618a,Was AD — check if HARASS (催收/灰产/成人) or keep AD.,harass_relabel
iiitd_01562,onfused with insurance schemes? Need health insurance or home loans? Visit www.FullOnInsurance.com & find the best plan for you & your family. T&C appl,hi,iiitd_sms_spam_v1,AD,HARASS,ad_borderline:loan|debt|collection|sexy|casino|gamblin,,,a79ab9fa0428,Was AD — check if HARASS (催收/灰产/成人) or keep AD.,harass_relabel
iiitd_01239,"Ramprastha has Launched The Edge Towers in Gurgaon, @2800/-*Home Loan @ 0*% Just Pay 15% Now & EMI Starts On Possession 2/3/4 BHK Luxurious Flats Cal- 9650988282",hi,iiitd_sms_spam_v1,AD,HARASS,ad_borderline:loan|debt|collection|sexy|casino|gamblin,,,0d9cb76d618c,Was AD — check if HARASS (催收/灰产/成人) or keep AD.,harass_relabel
id_ss_01216,Summers akhirnya di sini! Fancy chat atau flirt dengan single seksi di area yr? Untuk mendapatkan MATCHED hanya jawab SUMMER sekarang. Gratis 2 Bergabung. OptOut txt STOP Help08714742804,id,spamshield_indonesian_v1,AD,HARASS,ad_borderline:hutang|penagihan|terlambat|pinjaman|toge,,,d451a165142e,Was AD — check if HARASS (催收/灰产/成人) or keep AD.,harass_relabel
iiitd_01862,MS HOM TO 56070 And get your Dream Home in NOIDA extn. Two Bedrooms at Rs.17.45 Lacs. Loan Available from leading banks. Located on 200 feet wide road,hi,iiitd_sms_spam_v1,AD,HARASS,ad_borderline:loan|debt|collection|sexy|casino|gamblin,,,e43d154ece2c,Was AD — check if HARASS (催收/灰产/成人) or keep AD.,harass_relabel
iiitd_01794,NEED FUNDS ? Take LOAN AGAINST PROPERTY@11%(Resi/Comm).OD LMT(40 Lkhs-40 Crs.) BALANCE TRANSFER/TOP  UP.SMSLOAN to 57333 or call at 45595488.ICICI HOME LOANS.,hi,iiitd_sms_spam_v1,AD,HARASS,ad_borderline:loan|debt|collection|sexy|casino|gamblin,,,6b14f43158b8,Was AD — check if HARASS (催收/灰产/成人) or keep AD.,harass_relabel
uci_03954,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!,en,uci_sms_spam_collection_v1,AD,HARASS,ad_borderline:loan|debt|collection|sexy|casino|gamblin,,,2bc7d9714e1e,Was AD — check if HARASS (催收/灰产/成人) or keep AD.,harass_relabel
iiitd_01563,oney4every needz Business Loan OverDraft Construction Loan:Bawana/Narela Home Loan MONEY MATTERS 65656666 981174999,hi,iiitd_sms_spam_v1,AD,HARASS,ad_borderline:loan|debt|collection|sexy|casino|gamblin,,,0056478810e8,Was AD — check if HARASS (催收/灰产/成人) or keep AD.,harass_relabel
uci_03009,"Loan for any purpose ¡ê500 - ¡ê75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",en,uci_sms_spam_collection_v1,AD,HARASS,ad_borderline:loan|debt|collection|sexy|casino|gamblin,,,5cb9262d83ee,Was AD — check if HARASS (催收/灰产/成人) or keep AD.,harass_relabel
iiitd_01795,NEED FUNDS ? Take LOAN AGAINST PROPERTY @11%(Resi/Comm).40 Lkhs-40 Crs. BALANCE TRANSFER/TOP UP.SMS LOAN to 57333 for reply or call 45595488.ICICI HOME LOANS.,hi,iiitd_sms_spam_v1,AD,HARASS,ad_borderline:loan|debt|collection|sexy|casino|gamblin,,,6b14f43158b8,Was AD — check if HARASS (催收/灰产/成人) or keep AD.,harass_relabel
iiitd_01463,"OWN A PLOT IN NOIDA Y.EXP LAST 2 DAY, PRICE REVISING *JUST INVEST RS.1.5 LAC *REST IN INSTALMENT 18 MNTHS. *LOAN AVAILABLE HURRY CALL-9650198151,9650198251",hi,iiitd_sms_spam_v1,AD,HARASS,ad_borderline:loan|debt|collection|sexy|casino|gamblin,,,92a84c8b838e,Was AD — check if HARASS (催收/灰产/成人) or keep AD.,harass_relabel
uci_01780,"Loan for any purpose ¡ê500 - ¡ê75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",en,uci_sms_spam_collection_v1,AD,HARASS,ad_borderline:loan|debt|collection|sexy|casino|gamblin,,,5cb9262d83ee,Was AD — check if HARASS (催收/灰产/成人) or keep AD.,harass_relabel
iiitd_01451,P Kensington Blvrd@sec-131 Noida xway.Combo of worldclass amnties&exclnt connectivity.1/2/3/4 BHKApts startin 16.20 Lac on DP.Easy loan avlble.Call-956079603,hi,iiitd_sms_spam_v1,AD,HARASS,ad_borderline:loan|debt|collection|sexy|casino|gamblin,,,243af7a2fd1e,Was AD — check if HARASS (催收/灰产/成人) or keep AD.,harass_relabel
iiitd_01884,"Welcome To SBI, AXIS & Other MNC Banks-home loan, car loan & LAP. Total 15 working days. Interested Call On....This no....LALIT, POOJA--7428124991 --9250121002",hi,iiitd_sms_spam_v1,AD,HARASS,ad_borderline:loan|debt|collection|sexy|casino|gamblin,,,6de5d9fd1d66,Was AD — check if HARASS (催收/灰产/成人) or keep AD.,harass_relabel
iiitd_01874,"Movies,  Masti & More! MovieMania bhejta hai movie reviews,  movies on TV& movies se judi saari khabrein! Register karne ke liye,  sms karo JOIN MM to 09219592195",hi,iiitd_sms_spam_v1,AD,HARASS,ad_borderline:hutang|penagihan|terlambat|pinjaman|toge,,,1b48a61a39d9,Was AD — check if HARASS (催收/灰产/成人) or keep AD.,harass_relabel
id_ss_00934,Anda sekarang tidak berlangganan semua layanan. Dapatkan ribuan gadis seksi atau mengejar langsung ke telepon Anda! pergi ke http://gotbabes.co.uk. Tidak ada langganan.,id,spamshield_indonesian_v1,AD,HARASS,ad_borderline:hutang|penagihan|terlambat|pinjaman|toge,,,f683a406be87,Was AD — check if HARASS (催收/灰产/成人) or keep AD.,harass_relabel
zh_08284,平安银行“新一贷”，快速为您解决消费、经营资金需求，无抵押免担保，手续简便，最高可贷50万，详询13528839645【平安银行】,zh,gitcode_zh_sms_8a104,AD,HARASS,ad_borderline:催收|欠款|逾期|讨债|灰产|发票代开|色情|约炮|加微信下款|无抵押|赌博|博,,,8efdf547fec0,Was AD — check if HARASS (催收/灰产/成人) or keep AD.,harass_relabel
